iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,Features_count,balanced,accuracy,precision,recall,F1,AUC
5,target_population,3,204,153,143,143,LOOCV,,LogReg,username,300,True,0.408,0.166464,0.408,0.2364545454545454,0.0
5,target_population,3,204,153,143,143,K-Fold,5.0,DecisionTree,username,300,True,0.358,0.24743,0.358,0.2925792031098153,0.4988634070342834
5,target_population,3,204,153,143,143,LOOCV,,DecisionTree,username,300,True,0.408,0.166464,0.408,0.2364545454545454,0.510668918918919
5,target_population,3,204,153,143,143,K-Fold,5.0,RandomForest,username,300,True,0.408,0.166464,0.408,0.2364545454545454,0.4988634070342834
5,target_population,3,204,153,143,143,LOOCV,,RandomForest,username,300,True,0.408,0.166464,0.408,0.2364545454545454,0.4809034260873132
5,target_population,3,204,153,143,143,K-Fold,5.0,SVM,username,300,True,0.408,0.166464,0.408,0.2364545454545454,0.4993913415510296
5,target_population,3,204,153,143,143,LOOCV,,SVM,username,300,True,0.408,0.166464,0.408,0.2364545454545454,
5,target_population,3,204,153,143,143,K-Fold,5.0,AdaBoost,username,300,True,0.324,0.25653,0.324,0.2423846959170077,0.495238869751499
5,target_population,3,204,153,143,143,LOOCV,,AdaBoost,username,300,True,0.0,0.0,0.0,0.0,0.0
5,target_population,3,204,153,143,143,K-Fold,5.0,XGBoost,username,300,True,0.39,0.26214,0.39,0.2965510561997749,0.5024717995306232
5,target_population,3,204,153,143,143,LOOCV,,XGBoost,username,300,True,0.408,0.166464,0.408,0.2364545454545454,0.5
5,target_population,3,204,153,143,143,K-Fold,5.0,LogReg,fullname,300,True,0.464,0.4560871937984496,0.464,0.4030566293679871,0.573369493291514
5,target_population,3,204,153,143,143,LOOCV,,LogReg,fullname,300,True,0.454,0.4317578994866156,0.454,0.3928486451380119,0.4057502506259922
5,target_population,3,204,153,143,143,K-Fold,5.0,DecisionTree,fullname,300,True,0.37,0.4453990318676886,0.37,0.3393785248963601,0.5693636710779024
5,target_population,3,204,153,143,143,LOOCV,,DecisionTree,fullname,300,True,0.384,0.494421052631579,0.384,0.3306888546729866,0.4907204670948525
5,target_population,3,204,153,143,143,K-Fold,5.0,RandomForest,fullname,300,True,0.362,0.4240817450339451,0.362,0.333537989850893,0.5748730177365751
5,target_population,3,204,153,143,143,LOOCV,,RandomForest,fullname,300,True,0.39,0.4901136021872863,0.39,0.3427590662764884,0.511044888942414
5,target_population,3,204,153,143,143,K-Fold,5.0,SVM,fullname,300,True,0.458,0.4476786005290429,0.458,0.394672437224305,0.5810459948602853
5,target_population,3,204,153,143,143,LOOCV,,SVM,fullname,300,True,0.454,0.4343900709219858,0.454,0.3902502463054187,
5,target_population,3,204,153,143,143,K-Fold,5.0,AdaBoost,fullname,300,True,0.364,0.4047342251950947,0.364,0.3628348616110579,0.5476566796435843
5,target_population,3,204,153,143,143,LOOCV,,AdaBoost,fullname,300,True,0.33,0.5089573291115664,0.33,0.2713305120695769,0.7070899420598522
5,target_population,3,204,153,143,143,K-Fold,5.0,XGBoost,fullname,300,True,0.416,0.419371297283282,0.416,0.3805492557708634,0.5648463616032907
5,target_population,3,204,153,143,143,LOOCV,,XGBoost,fullname,300,True,0.458,0.4814273350691261,0.458,0.3839354560333283,0.3449919181708044
5,target_population,3,204,153,143,143,K-Fold,5.0,LogReg,desc_user,272,True,0.428,0.4968966749284061,0.428,0.4054151084689082,0.6049999448295559
5,target_population,3,204,153,143,143,LOOCV,,LogReg,desc_user,272,True,0.454,0.5255739178813842,0.454,0.4405750340387798,0.4979292519095027
5,target_population,3,204,153,143,143,K-Fold,5.0,DecisionTree,desc_user,272,True,0.37,0.4659463621430039,0.37,0.320115064935065,0.5397203431999795
5,target_population,3,204,153,143,143,LOOCV,,DecisionTree,desc_user,272,True,0.38,0.4661211962909755,0.38,0.3335055782957274,0.4427667332257305
5,target_population,3,204,153,143,143,K-Fold,5.0,RandomForest,desc_user,272,True,0.406,0.4837487577639751,0.406,0.3799083563353328,0.5943196001743637
5,target_population,3,204,153,143,143,LOOCV,,RandomForest,desc_user,272,True,0.408,0.4719129430129331,0.408,0.3823857882459787,0.5343555045976643
5,target_population,3,204,153,143,143,K-Fold,5.0,SVM,desc_user,272,True,0.418,0.5142974951830444,0.418,0.3904268037711819,0.6063600635635514
5,target_population,3,204,153,143,143,LOOCV,,SVM,desc_user,272,True,0.418,0.5032177347432794,0.418,0.3946423558876085,
5,target_population,3,204,153,143,143,K-Fold,5.0,AdaBoost,desc_user,272,True,0.32,0.2990319923746212,0.32,0.2470703684022545,0.5140818537945594
5,target_population,3,204,153,143,143,LOOCV,,AdaBoost,desc_user,272,True,0.046,0.0721864466940212,0.046,0.0453549282908559,0.1046805595281184
5,target_population,3,204,153,143,143,K-Fold,5.0,XGBoost,desc_user,272,True,0.34,0.4158106591865358,0.34,0.2704321608040201,0.5242924508614881
5,target_population,3,204,153,143,143,LOOCV,,XGBoost,desc_user,272,True,0.36,0.4609841680731437,0.36,0.3045187275367523,0.3015179253491256
5,target_population,3,204,153,143,143,K-Fold,5.0,LogReg,desc_fullname,300,True,0.428,0.4310002699055331,0.428,0.4261553130016052,0.633333379913224
5,target_population,3,204,153,143,143,LOOCV,,LogReg,desc_fullname,300,True,0.45,0.4884513698630137,0.45,0.4538697385373248,0.6154464735968381
5,target_population,3,204,153,143,143,K-Fold,5.0,DecisionTree,desc_fullname,300,True,0.396,0.4698641417476245,0.396,0.3843369730180613,0.5771945837568612
5,target_population,3,204,153,143,143,LOOCV,,DecisionTree,desc_fullname,300,True,0.414,0.4953579958463137,0.414,0.404757231193244,0.5237783463451585
5,target_population,3,204,153,143,143,K-Fold,5.0,RandomForest,desc_fullname,300,True,0.41,0.4513826923099443,0.41,0.4037383341963586,0.6063874432668931
5,target_population,3,204,153,143,143,LOOCV,,RandomForest,desc_fullname,300,True,0.442,0.4972377364473651,0.442,0.4412065843086398,0.5942682973882752
5,target_population,3,204,153,143,143,K-Fold,5.0,SVM,desc_fullname,300,True,0.434,0.4450976971756709,0.434,0.4337776182929753,0.6248180679468609
5,target_population,3,204,153,143,143,LOOCV,,SVM,desc_fullname,300,True,0.454,0.4964522404943857,0.454,0.4575095224679407,
5,target_population,3,204,153,143,143,K-Fold,5.0,AdaBoost,desc_fullname,300,True,0.354,0.3627155106003025,0.354,0.3565089620419868,0.5455853959116164
5,target_population,3,204,153,143,143,LOOCV,,AdaBoost,desc_fullname,300,True,0.132,0.3608479784020055,0.132,0.139758355777297,0.4509273127352038
5,target_population,3,204,153,143,143,K-Fold,5.0,XGBoost,desc_fullname,300,True,0.362,0.4320156862745098,0.362,0.3360066104039588,0.5655821582546876
5,target_population,3,204,153,143,143,LOOCV,,XGBoost,desc_fullname,300,True,0.394,0.4649223772681219,0.394,0.3714532371203222,0.491144800189723
5,target_population,3,204,153,143,143,K-Fold,5.0,LogReg,user_fullname,300,True,0.458,0.4452751120269519,0.458,0.3952438429106032,0.5798109958213367
5,target_population,3,204,153,143,143,LOOCV,,LogReg,user_fullname,300,True,0.454,0.4295181980664554,0.454,0.3907571119345714,0.416134753060037
5,target_population,3,204,153,143,143,K-Fold,5.0,DecisionTree,user_fullname,300,True,0.4,0.368680010533676,0.4,0.365533966841464,0.5641922561259102
5,target_population,3,204,153,143,143,LOOCV,,DecisionTree,user_fullname,300,True,0.376,0.3746300794429238,0.376,0.3522830234110531,0.4972274363791781
5,target_population,3,204,153,143,143,K-Fold,5.0,RandomForest,user_fullname,300,True,0.424,0.4180755290287574,0.424,0.3922265890267434,0.5796647162291975
5,target_population,3,204,153,143,143,LOOCV,,RandomForest,user_fullname,300,True,0.322,0.3424380955863532,0.322,0.3039624795076753,0.5354939797945816
5,target_population,3,204,153,143,143,K-Fold,5.0,SVM,user_fullname,300,True,0.462,0.4551013031895744,0.462,0.3973116029531245,0.5725223890825899
5,target_population,3,204,153,143,143,LOOCV,,SVM,user_fullname,300,True,0.452,0.431331680910551,0.452,0.3878473180076628,
5,target_population,3,204,153,143,143,K-Fold,5.0,AdaBoost,user_fullname,300,True,0.366,0.4070448979591837,0.366,0.3552989690721649,0.5453619057873168
5,target_population,3,204,153,143,143,LOOCV,,AdaBoost,user_fullname,300,True,0.114,0.2494146073003348,0.114,0.1020413816305932,0.2091440128041247
5,target_population,3,204,153,143,143,K-Fold,5.0,XGBoost,user_fullname,300,True,0.396,0.3831586150522567,0.396,0.3516481118881119,0.5504890415898426
5,target_population,3,204,153,143,143,LOOCV,,XGBoost,user_fullname,300,True,0.434,0.4155375,0.434,0.3544875653923541,0.3332700391707427
5,target_population,3,204,153,143,143,K-Fold,5.0,LogReg,desc_user_fullname,300,True,0.432,0.4352036054360396,0.432,0.4300387590335061,0.6340572958289943
5,target_population,3,204,153,143,143,LOOCV,,LogReg,desc_user_fullname,300,True,0.45,0.4881088949650272,0.45,0.4538277491367987,0.6169861154291143
5,target_population,3,204,153,143,143,K-Fold,5.0,DecisionTree,desc_user_fullname,300,True,0.392,0.4680632478632479,0.392,0.3807726334800571,0.5759522963013385
5,target_population,3,204,153,143,143,LOOCV,,DecisionTree,desc_user_fullname,300,True,0.408,0.4956348927875243,0.408,0.3938991069446334,0.5134919532148088
5,target_population,3,204,153,143,143,K-Fold,5.0,RandomForest,desc_user_fullname,300,True,0.41,0.4534639199682526,0.41,0.4045591107322884,0.6099837962796304
5,target_population,3,204,153,143,143,LOOCV,,RandomForest,desc_user_fullname,300,True,0.448,0.5102556912727917,0.448,0.4498789178759826,0.6025836599925428
5,target_population,3,204,153,143,143,K-Fold,5.0,SVM,desc_user_fullname,300,True,0.434,0.4454093058194512,0.434,0.4337653401670379,0.6269557363408016
5,target_population,3,204,153,143,143,LOOCV,,SVM,desc_user_fullname,300,True,0.454,0.4971714285714286,0.454,0.4576229212526498,
5,target_population,3,204,153,143,143,K-Fold,5.0,AdaBoost,desc_user_fullname,300,True,0.362,0.368699555441301,0.362,0.3645117587011027,0.5411396653567572
5,target_population,3,204,153,143,143,LOOCV,,AdaBoost,desc_user_fullname,300,True,0.132,0.3608479784020055,0.132,0.139758355777297,0.452008393816285
5,target_population,3,204,153,143,143,K-Fold,5.0,XGBoost,desc_user_fullname,300,True,0.366,0.4362930599229372,0.366,0.3420725757575757,0.5660926439389526
5,target_population,3,204,153,143,143,LOOCV,,XGBoost,desc_user_fullname,300,True,0.404,0.4778792577411979,0.404,0.3831610183313128,0.4908469780232367
5,target_population,3,204,153,143,143,K-Fold,5.0,LogReg,numeric,11,True,0.516,0.5275103390339034,0.516,0.5115822783316618,0.7181710202501438
5,target_population,3,204,153,143,143,LOOCV,,LogReg,numeric,11,True,0.526,0.5408744588744588,0.526,0.522611237783009,0.7133344214155793
5,target_population,3,204,153,143,143,K-Fold,5.0,DecisionTree,numeric,11,True,0.512,0.513702934797043,0.512,0.5124871856307873,0.628365492547981
5,target_population,3,204,153,143,143,LOOCV,,DecisionTree,numeric,11,True,0.466,0.4646270680296523,0.466,0.4652105109706478,0.5932602225406092
5,target_population,3,204,153,143,143,K-Fold,5.0,RandomForest,numeric,11,True,0.552,0.551487462850853,0.552,0.549276749013192,0.7048548057356753
5,target_population,3,204,153,143,143,LOOCV,,RandomForest,numeric,11,True,0.584,0.5837719020117946,0.584,0.5794297589465859,0.7239725856617277
5,target_population,3,204,153,143,143,K-Fold,5.0,SVM,numeric,11,True,0.526,0.5433188629020107,0.526,0.5200330324805978,0.7137969330578249
5,target_population,3,204,153,143,143,LOOCV,,SVM,numeric,11,True,0.532,0.5517411559029206,0.532,0.5265582108068642,
5,target_population,3,204,153,143,143,K-Fold,5.0,AdaBoost,numeric,11,True,0.532,0.5419886452944834,0.532,0.5318318650397268,0.7250315712935225
5,target_population,3,204,153,143,143,LOOCV,,AdaBoost,numeric,11,True,0.568,0.5740274148639966,0.568,0.5685326053988474,0.7261070686238511
5,target_population,3,204,153,143,143,K-Fold,5.0,XGBoost,numeric,11,True,0.534,0.5340873543050508,0.534,0.5339804479174847,0.7074150938044818
5,target_population,3,204,153,143,143,LOOCV,,XGBoost,numeric,11,True,0.54,0.5394927536231885,0.54,0.5397176755822651,0.7076550450384999
5,target_population,3,204,153,143,143,K-Fold,5.0,LogReg,desc+numeric,282,True,0.54,0.5522166094160437,0.54,0.5358133333333333,0.7308879611272813
5,target_population,3,204,153,143,143,LOOCV,,LogReg,desc+numeric,282,True,0.56,0.5762793994022044,0.56,0.5582689924255142,0.7278803152073198
5,target_population,3,204,153,143,143,K-Fold,5.0,DecisionTree,desc+numeric,282,True,0.524,0.5260370724689803,0.524,0.524595282085161,0.6382523606841288
5,target_population,3,204,153,143,143,LOOCV,,DecisionTree,desc+numeric,282,True,0.492,0.4889150314698259,0.492,0.4897812539450751,0.6114614102514594
5,target_population,3,204,153,143,143,K-Fold,5.0,RandomForest,desc+numeric,282,True,0.568,0.5720666666666667,0.568,0.5636449275362319,0.7288953344130705
5,target_population,3,204,153,143,143,LOOCV,,RandomForest,desc+numeric,282,True,0.582,0.5849711758470705,0.582,0.5776573437180946,0.7270824997496468
5,target_population,3,204,153,143,143,K-Fold,5.0,SVM,desc+numeric,282,True,0.542,0.5623174284279258,0.542,0.5373160173160173,0.7253203090723009
5,target_population,3,204,153,143,143,LOOCV,,SVM,desc+numeric,282,True,0.542,0.5606485857261639,0.542,0.5374550258807432,
5,target_population,3,204,153,143,143,K-Fold,5.0,AdaBoost,desc+numeric,282,True,0.522,0.5351288605570069,0.522,0.5226619311077064,0.7124169767174725
5,target_population,3,204,153,143,143,LOOCV,,AdaBoost,desc+numeric,282,True,0.554,0.5668934341397586,0.554,0.5543238470175271,0.6994503986344128
5,target_population,3,204,153,143,143,K-Fold,5.0,XGBoost,desc+numeric,282,True,0.552,0.551640820823578,0.552,0.5516923076923077,0.707433168765598
5,target_population,3,204,153,143,143,LOOCV,,XGBoost,desc+numeric,282,True,0.53,0.5292314858258026,0.53,0.5295316262678287,0.7100066230713797
5,target_population,2,204,153,0,153,K-Fold,5.0,LogReg,desc,271,True,0.5826330532212886,0.5945054945054945,0.5826330532212886,0.5847303250052039,0.6479559143919005
5,target_population,2,204,153,0,153,LOOCV,,LogReg,desc,271,True,0.5798319327731093,0.6454388984509466,0.5798319327731093,0.5653600131212072,0.5360117903370499
5,target_population,2,204,153,0,153,K-Fold,5.0,DecisionTree,desc,271,True,0.4957983193277311,0.6032273374466066,0.4957983193277311,0.4344774168562715,0.5338171216198897
5,target_population,2,204,153,0,153,LOOCV,,DecisionTree,desc,271,True,0.484593837535014,0.5610479485912012,0.484593837535014,0.4350355526826115,0.3575547866205306
5,target_population,2,204,153,0,153,K-Fold,5.0,RandomForest,desc,271,True,0.5630252100840336,0.6499732477260567,0.5630252100840336,0.5376093294460642,0.6333781878764577
5,target_population,2,204,153,0,153,LOOCV,,RandomForest,desc,271,True,0.5406162464985994,0.6153287237782725,0.5406162464985994,0.515250041565831,0.5929770601050877
5,target_population,2,204,153,0,153,K-Fold,5.0,SVM,desc,271,True,0.5658263305322129,0.5785956629447456,0.5658263305322129,0.5679451010465029,0.6417723952326029
5,target_population,2,204,153,0,153,LOOCV,,SVM,desc,271,True,0.5826330532212886,0.6476239800448147,0.5826330532212886,0.5687333469156867,
5,target_population,2,204,153,0,153,K-Fold,5.0,AdaBoost,desc,271,True,0.5770308123249299,0.5663628656210259,0.5770308123249299,0.4664359819339358,0.53179866717929
5,target_population,2,204,153,0,153,LOOCV,,AdaBoost,desc,271,True,0.5798319327731093,0.5831932773109244,0.5798319327731093,0.4642857142857143,0.2215814430347302
5,target_population,2,204,153,0,153,K-Fold,5.0,XGBoost,desc,271,True,0.5462184873949579,0.5247172182656054,0.5462184873949579,0.5199678370410078,0.5276496219402793
5,target_population,2,204,153,0,153,LOOCV,,XGBoost,desc,271,True,0.5826330532212886,0.5727636849132176,0.5826330532212886,0.4999546485260771,0.2457388184031782
5,target_population,2,204,153,0,153,K-Fold,5.0,LogReg,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.499359220812508
5,target_population,2,204,153,0,153,LOOCV,,LogReg,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.3711072664359862
5,target_population,2,204,153,0,153,K-Fold,5.0,DecisionTree,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.499359220812508
5,target_population,2,204,153,0,153,LOOCV,,DecisionTree,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.3711072664359862
5,target_population,2,204,153,0,153,K-Fold,5.0,RandomForest,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.499359220812508
5,target_population,2,204,153,0,153,LOOCV,,RandomForest,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.5909906446238625
5,target_population,2,204,153,0,153,K-Fold,5.0,SVM,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.499359220812508
5,target_population,2,204,153,0,153,LOOCV,,SVM,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,
5,target_population,2,204,153,0,153,K-Fold,5.0,AdaBoost,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.4941048314750736
5,target_population,2,204,153,0,153,LOOCV,,AdaBoost,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.0
5,target_population,2,204,153,0,153,K-Fold,5.0,XGBoost,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.5
5,target_population,2,204,153,0,153,LOOCV,,XGBoost,username,300,True,0.5714285714285714,0.3265306122448979,0.5714285714285714,0.4155844155844156,0.0
5,target_population,2,204,153,0,153,K-Fold,5.0,LogReg,fullname,300,True,0.6274509803921569,0.6361988054607508,0.6274509803921569,0.584409683909911,0.6307029347686787
5,target_population,2,204,153,0,153,LOOCV,,LogReg,fullname,300,True,0.6246498599439776,0.6297331078597161,0.6246498599439776,0.5839581471160419,0.4642124823785723
5,target_population,2,204,153,0,153,K-Fold,5.0,DecisionTree,fullname,300,True,0.5350140056022409,0.5874231032125768,0.5350140056022409,0.5200500454959054,0.5989042675893888
5,target_population,2,204,153,0,153,LOOCV,,DecisionTree,fullname,300,True,0.5210084033613446,0.6415358566997911,0.5210084033613446,0.4680469927181697,0.4935281302063309
5,target_population,2,204,153,0,153,K-Fold,5.0,RandomForest,fullname,300,True,0.5322128851540616,0.5795287716236333,0.5322128851540616,0.5196573832104168,0.600041650647187
5,target_population,2,204,153,0,153,LOOCV,,RandomForest,fullname,300,True,0.5406162464985994,0.6650600258847682,0.5406162464985994,0.4946088946088945,0.6179674484172754
5,target_population,2,204,153,0,153,K-Fold,5.0,SVM,fullname,300,True,0.6218487394957983,0.6290400687338905,0.6218487394957983,0.5763021058728753,0.6252242727156222
5,target_population,2,204,153,0,153,LOOCV,,SVM,fullname,300,True,0.6218487394957983,0.6261882447449458,0.6218487394957983,0.5799679772282512,
5,target_population,2,204,153,0,153,K-Fold,5.0,AdaBoost,fullname,300,True,0.5126050420168067,0.754010989010989,0.5126050420168067,0.4226853212031568,0.601002819428425
5,target_population,2,204,153,0,153,LOOCV,,AdaBoost,fullname,300,True,0.5098039215686274,0.7528201068672077,0.5098039215686274,0.4178918846888464,0.2496155324875048
5,target_population,2,204,153,0,153,K-Fold,5.0,XGBoost,fullname,300,True,0.6218487394957983,0.6472409178965869,0.6218487394957983,0.5594686330403753,0.6111912085095477
5,target_population,2,204,153,0,153,LOOCV,,XGBoost,fullname,300,True,0.6302521008403361,0.6586270871985158,0.6302521008403361,0.5726219943422914,0.3597013968986287
5,target_population,2,204,153,0,153,K-Fold,5.0,LogReg,desc_user,272,True,0.5826330532212886,0.5945054945054945,0.5826330532212886,0.5847303250052039,0.6479559143919005
5,target_population,2,204,153,0,153,LOOCV,,LogReg,desc_user,272,True,0.5798319327731093,0.6454388984509466,0.5798319327731093,0.5653600131212072,0.5360117903370498
5,target_population,2,204,153,0,153,K-Fold,5.0,DecisionTree,desc_user,272,True,0.4817927170868347,0.5600331175673642,0.4817927170868347,0.4288399458191864,0.5207131872356786
5,target_population,2,204,153,0,153,LOOCV,,DecisionTree,desc_user,272,True,0.5042016806722689,0.593944099378882,0.5042016806722689,0.4575016819914779,0.3723407663719082
5,target_population,2,204,153,0,153,K-Fold,5.0,RandomForest,desc_user,272,True,0.5658263305322129,0.6522349830620507,0.5658263305322129,0.5412171259831144,0.6384403434576446
5,target_population,2,204,153,0,153,LOOCV,,RandomForest,desc_user,272,True,0.5462184873949579,0.6176108374384236,0.5462184873949579,0.5237267080745343,0.57920030757401
5,target_population,2,204,153,0,153,K-Fold,5.0,SVM,desc_user,272,True,0.5658263305322129,0.5785956629447456,0.5658263305322129,0.5679451010465029,0.6417723952326029
5,target_population,2,204,153,0,153,LOOCV,,SVM,desc_user,272,True,0.5826330532212886,0.6476239800448147,0.5826330532212886,0.5687333469156867,
5,target_population,2,204,153,0,153,K-Fold,5.0,AdaBoost,desc_user,272,True,0.5826330532212886,0.5939738727349347,0.5826330532212886,0.4697655741563854,0.5343137254901961
5,target_population,2,204,153,0,153,LOOCV,,AdaBoost,desc_user,272,True,0.5770308123249299,0.5711929199832426,0.5770308123249299,0.4587528209264271,0.2215814430347302
5,target_population,2,204,153,0,153,K-Fold,5.0,XGBoost,desc_user,272,True,0.5462184873949579,0.5247172182656054,0.5462184873949579,0.5199678370410078,0.5276496219402793
5,target_population,2,204,153,0,153,LOOCV,,XGBoost,desc_user,272,True,0.5826330532212886,0.5727636849132176,0.5826330532212886,0.4999546485260771,0.2457388184031782
5,target_population,2,204,153,0,153,K-Fold,5.0,LogReg,desc_fullname,300,True,0.6442577030812325,0.6394071598749961,0.6442577030812325,0.6337954833543402,0.7052896321927464
5,target_population,2,204,153,0,153,LOOCV,,LogReg,desc_fullname,300,True,0.6498599439775911,0.6452885813569452,0.6498599439775911,0.6410811415434373,0.68480071767269
5,target_population,2,204,153,0,153,K-Fold,5.0,DecisionTree,desc_fullname,300,True,0.5714285714285714,0.6095596133190118,0.5714285714285714,0.5666385185468374,0.628043701140587
5,target_population,2,204,153,0,153,LOOCV,,DecisionTree,desc_fullname,300,True,0.5826330532212886,0.6880252100840336,0.5826330532212886,0.5551359367276323,0.5951236703831859
5,target_population,2,204,153,0,153,K-Fold,5.0,RandomForest,desc_fullname,300,True,0.6302521008403361,0.6780655467880138,0.6302521008403361,0.6252937733555445,0.683567217736768
5,target_population,2,204,153,0,153,LOOCV,,RandomForest,desc_fullname,300,True,0.6414565826330533,0.6955266955266955,0.6414565826330533,0.6354978354978355,0.6953735742663079
5,target_population,2,204,153,0,153,K-Fold,5.0,SVM,desc_fullname,300,True,0.6302521008403361,0.62413633797033,0.6302521008403361,0.6197902224941916,0.6878604382929643
5,target_population,2,204,153,0,153,LOOCV,,SVM,desc_fullname,300,True,0.6414565826330533,0.6362835931402958,0.6414565826330533,0.6335576831927198,
5,target_population,2,204,153,0,153,K-Fold,5.0,AdaBoost,desc_fullname,300,True,0.5462184873949579,0.574279007377599,0.5462184873949579,0.5442945974319631,0.6060809944892989
5,target_population,2,204,153,0,153,LOOCV,,AdaBoost,desc_fullname,300,True,0.5210084033613446,0.7427726833976833,0.5210084033613446,0.4396084471352251,0.3666858900422914
5,target_population,2,204,153,0,153,K-Fold,5.0,XGBoost,desc_fullname,300,True,0.5994397759103641,0.5983516483516483,0.5994397759103641,0.5405064244299473,0.5906382160707421
5,target_population,2,204,153,0,153,LOOCV,,XGBoost,desc_fullname,300,True,0.6274509803921569,0.6332179930795848,0.6274509803921569,0.5879232329536589,0.4700115340253749
5,target_population,2,204,153,0,153,K-Fold,5.0,LogReg,user_fullname,300,True,0.6302521008403361,0.6396808670781274,0.6302521008403361,0.5884243013571218,0.6292611815968217
5,target_population,2,204,153,0,153,LOOCV,,LogReg,user_fullname,300,True,0.6302521008403361,0.6366459627329193,0.6302521008403361,0.5918636406441284,0.4706843521722414
5,target_population,2,204,153,0,153,K-Fold,5.0,DecisionTree,user_fullname,300,True,0.5630252100840336,0.564476797088262,0.5630252100840336,0.5636811607428024,0.6219562988594131
5,target_population,2,204,153,0,153,LOOCV,,DecisionTree,user_fullname,300,True,0.5686274509803921,0.5790596949344046,0.5686274509803921,0.5708383271305115,0.5231321286684609
5,target_population,2,204,153,0,153,K-Fold,5.0,RandomForest,user_fullname,300,True,0.5518207282913166,0.5540581012279125,0.5518207282913166,0.5527855229347767,0.6198577470203768
5,target_population,2,204,153,0,153,LOOCV,,RandomForest,user_fullname,300,True,0.5994397759103641,0.5895090275578082,0.5994397759103641,0.5686162280840912,0.5756279636037421
5,target_population,2,204,153,0,153,K-Fold,5.0,SVM,user_fullname,300,True,0.6134453781512605,0.6140298058106277,0.6134453781512605,0.5697163150551727,0.6148276303985647
5,target_population,2,204,153,0,153,LOOCV,,SVM,user_fullname,300,True,0.6190476190476191,0.6213660760238218,0.6190476190476191,0.5777485672222514,
5,target_population,2,204,153,0,153,K-Fold,5.0,AdaBoost,user_fullname,300,True,0.5322128851540616,0.5998278138093325,0.5322128851540616,0.5083796245661096,0.6089805203127002
5,target_population,2,204,153,0,153,LOOCV,,AdaBoost,user_fullname,300,True,0.5126050420168067,0.754010989010989,0.5126050420168067,0.4226853212031568,0.3070293476867871
5,target_population,2,204,153,0,153,K-Fold,5.0,XGBoost,user_fullname,300,True,0.6106442577030813,0.6303854875283447,0.6106442577030813,0.5414639310593069,0.5878668460848392
5,target_population,2,204,153,0,153,LOOCV,,XGBoost,user_fullname,300,True,0.6274509803921569,0.6622131861748475,0.6274509803921569,0.5636579642411805,0.3354479046520569
