iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,Features_count,balanced,accuracy,precision,recall,F1,AUC
6,target_population,3,253,183,164,164,K-Fold,5.0,LogReg,desc,300,True,0.425,0.4905039058484941,0.425,0.4072172201580613,0.5948040438045883
6,target_population,3,253,183,164,164,LOOCV,,LogReg,desc,300,True,0.4533333333333333,0.5288863910050001,0.4533333333333333,0.4419535262269837,0.495044066510269
6,target_population,3,253,183,164,164,K-Fold,5.0,DecisionTree,desc,300,True,0.385,0.4790303934571176,0.385,0.3450046646371403,0.5471224487506735
6,target_population,3,253,183,164,164,LOOCV,,DecisionTree,desc,300,True,0.395,0.4942677555468899,0.395,0.3619587887400992,0.4633519237672813
6,target_population,3,253,183,164,164,K-Fold,5.0,RandomForest,desc,300,True,0.4133333333333333,0.5008350662526726,0.4133333333333333,0.3897295794900856,0.5906053797868033
6,target_population,3,253,183,164,164,LOOCV,,RandomForest,desc,300,True,0.4183333333333333,0.5080229824985908,0.4183333333333333,0.3962777152713558,0.5273264046140874
6,target_population,3,253,183,164,164,K-Fold,5.0,SVM,desc,300,True,0.42,0.5077709779288092,0.42,0.3941129938128818,0.589097881848396
6,target_population,3,253,183,164,164,LOOCV,,SVM,desc,300,True,0.4033333333333333,0.500516799139372,0.4033333333333333,0.3751122699391866,
6,target_population,3,253,183,164,164,K-Fold,5.0,AdaBoost,desc,300,True,0.3316666666666666,0.3601937380744939,0.3316666666666666,0.3195144510176609,0.517042285929076
6,target_population,3,253,183,164,164,LOOCV,,AdaBoost,desc,300,True,0.3316666666666666,0.6164727184934814,0.3316666666666666,0.2367229115451656,0.2641516900431483
6,target_population,3,253,183,164,164,K-Fold,5.0,XGBoost,desc,300,True,0.3683333333333333,0.4666005438141144,0.3683333333333333,0.3208261971455248,0.5360519178449378
6,target_population,3,253,183,164,164,LOOCV,,XGBoost,desc,300,True,0.3916666666666666,0.5156450999979987,0.3916666666666666,0.3581422764499627,0.3724086521967684
6,target_population,3,253,183,164,164,K-Fold,5.0,LogReg,username,300,True,0.4216666666666667,0.1778027777777777,0.4216666666666667,0.2501328644001563,0.4976437198864761
6,target_population,3,253,183,164,164,LOOCV,,LogReg,username,300,True,0.4216666666666667,0.1778027777777777,0.4216666666666667,0.2501328644001563,0.2493312217476105
6,target_population,3,253,183,164,164,K-Fold,5.0,DecisionTree,username,300,True,0.3016666666666667,0.2502916666666667,0.3016666666666667,0.2242481918749549,0.4976437198864761
6,target_population,3,253,183,164,164,LOOCV,,DecisionTree,username,300,True,0.2733333333333333,0.0747111111111111,0.2733333333333333,0.1173472949389179,0.5
6,target_population,3,253,183,164,164,K-Fold,5.0,RandomForest,username,300,True,0.3316666666666666,0.2518587962962963,0.3316666666666666,0.2750113290907308,0.4976437198864761
6,target_population,3,253,183,164,164,LOOCV,,RandomForest,username,300,True,0.2733333333333333,0.0747111111111111,0.2733333333333333,0.1173472949389179,0.6502208053772194
6,target_population,3,253,183,164,164,K-Fold,5.0,SVM,username,300,True,0.4216666666666667,0.1778027777777777,0.4216666666666667,0.2501328644001563,0.5010977866042835
6,target_population,3,253,183,164,164,LOOCV,,SVM,username,300,True,0.4216666666666667,0.1778027777777777,0.4216666666666667,0.2501328644001563,
6,target_population,3,253,183,164,164,K-Fold,5.0,AdaBoost,username,300,True,0.305,0.093025,0.305,0.1425670498084291,0.4990825688073394
6,target_population,3,253,183,164,164,LOOCV,,AdaBoost,username,300,True,0.305,0.093025,0.305,0.1425670498084291,0.2915318696051804
6,target_population,3,253,183,164,164,K-Fold,5.0,XGBoost,username,300,True,0.4216666666666667,0.1778027777777777,0.4216666666666667,0.2501328644001563,0.5
6,target_population,3,253,183,164,164,LOOCV,,XGBoost,username,300,True,0.4216666666666667,0.1778027777777777,0.4216666666666667,0.2501328644001563,0.5
6,target_population,3,253,183,164,164,K-Fold,5.0,LogReg,fullname,300,True,0.465,0.4337106315015118,0.465,0.4050134101280233,0.5708071839199977
6,target_population,3,253,183,164,164,LOOCV,,LogReg,fullname,300,True,0.465,0.4339922772039059,0.465,0.4044867540044235,0.4262997317293034
6,target_population,3,253,183,164,164,K-Fold,5.0,DecisionTree,fullname,300,True,0.375,0.4575220915378177,0.375,0.3058261258925939,0.570404474611887
6,target_population,3,253,183,164,164,LOOCV,,DecisionTree,fullname,300,True,0.3783333333333333,0.4826310514489385,0.3783333333333333,0.3191534214801368,0.4898219811639782
6,target_population,3,253,183,164,164,K-Fold,5.0,RandomForest,fullname,300,True,0.385,0.4517881488430269,0.385,0.3213141116417139,0.5752225888564457
6,target_population,3,253,183,164,164,LOOCV,,RandomForest,fullname,300,True,0.385,0.4596677502443746,0.385,0.3300878028931936,0.5409550666053098
6,target_population,3,253,183,164,164,K-Fold,5.0,SVM,fullname,300,True,0.4766666666666667,0.4561467662644448,0.4766666666666667,0.4137733173620239,0.5860952358199103
6,target_population,3,253,183,164,164,LOOCV,,SVM,fullname,300,True,0.4666666666666667,0.4397179608428738,0.4666666666666667,0.4042346206459408,
6,target_population,3,253,183,164,164,K-Fold,5.0,AdaBoost,fullname,300,True,0.3316666666666666,0.4204758223471583,0.3316666666666666,0.3186632819563759,0.537548419253123
6,target_population,3,253,183,164,164,LOOCV,,AdaBoost,fullname,300,True,0.345,0.4252037037037037,0.345,0.2406422931895973,0.5276311060450215
