iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,Features_count,balanced,accuracy,precision,recall,F1,AUC
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,DecisionTree,numeric+iran,31,True,0.8015625,0.7959967770913446,0.8015625,0.7987103174603175,0.6240472261511865
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,RandomForest,numeric+iran,31,True,0.8625,0.8660062550443908,0.8625,0.8626709921493674,0.8475747716771836
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,SVM,numeric+iran,31,True,0.6859375,0.8405569887941727,0.6859375,0.7455333479561543,0.7631881508662663
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,AdaBoost,numeric+iran,31,True,0.753125,0.853602543090474,0.753125,0.7925072879707191,0.8229768256441397
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,XGBoost,numeric+iran,31,True,0.8453125,0.8271179027079951,0.8453125,0.8349669420744116,0.8146172831369553
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,LogReg,desc+numeric,311,True,0.7453125,0.8406775290723456,0.7453125,0.7843125588884343,0.7540471275982031
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,DecisionTree,desc+numeric,311,True,0.7984375,0.8090421321690732,0.7984375,0.8033522766472453,0.6315955734604073
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,RandomForest,desc+numeric,311,True,0.8625,0.8393377768065268,0.8625,0.8487962105711386,0.7826019904435837
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,SVM,desc+numeric,311,True,0.7515625,0.8253194619116062,0.7515625,0.7843197403230298,0.6966429340339169
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,AdaBoost,desc+numeric,311,True,0.690625,0.8293495639534884,0.690625,0.7452244319325044,0.7492544872412146
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,XGBoost,desc+numeric,311,True,0.8453125,0.8143679175001843,0.8453125,0.8275531090742216,0.7120760867839813
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,LogReg,desc+numeric+iran,331,True,0.74375,0.8287773873327267,0.74375,0.778666791139708,0.7355042702931007
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,DecisionTree,desc+numeric+iran,331,True,0.8390625,0.8395396874569737,0.8390625,0.8387690585236728,0.7166434436811027
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,RandomForest,desc+numeric+iran,331,True,0.86875,0.8658572269689999,0.86875,0.8646988768185805,0.8449931211881154
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,SVM,desc+numeric+iran,331,True,0.765625,0.833156938170525,0.765625,0.7950397764000037,0.7454162969011346
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,AdaBoost,desc+numeric+iran,331,True,0.80625,0.8605816982596165,0.80625,0.8279327735470844,0.8298169787781553
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,XGBoost,desc+numeric+iran,331,True,0.8484375,0.8280004099822371,0.8484375,0.8364632938453693,0.8174441493993946
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,LogReg,iran_only,20,True,0.7796875,0.8492304025423729,0.7796875,0.8067588817530187,0.7501348312246723
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,DecisionTree,iran_only,20,True,0.8265625,0.8121549707602339,0.8265625,0.818864546855302,0.4836679061869436
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,RandomForest,iran_only,20,True,0.83125,0.8538193746986984,0.83125,0.8388861331569665,0.7879355093612838
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,SVM,iran_only,20,True,0.771875,0.8470624273739988,0.771875,0.8036406096361848,0.7509371555578708
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,AdaBoost,iran_only,20,True,0.8109375,0.863830777855437,0.8109375,0.831608100114123,0.8097351708674136
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,XGBoost,iran_only,20,True,0.8390625,0.8373111759749639,0.8390625,0.8381354594832648,0.6756520639209169
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,LogReg,tweets+numeric+iran,331,True,0.7328125,0.8339839741759916,0.7328125,0.7736251315016319,0.7348426865267044
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,DecisionTree,tweets+numeric+iran,331,True,0.7796875,0.7945601798285535,0.7796875,0.7867754635998458,0.6293030929368447
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,RandomForest,tweets+numeric+iran,331,True,0.8328125,0.8503597344716269,0.8328125,0.8377388459432021,0.8397593131692395
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,SVM,tweets+numeric+iran,331,True,0.7328125,0.8373988226637232,0.7328125,0.7761914837344619,0.7541806471583065
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,AdaBoost,tweets+numeric+iran,331,True,0.796875,0.8506923971482834,0.796875,0.8190254480316532,0.7937767808688554
7,locals_vs_diaspora,3,34,64,542,34,K-Fold,5,XGBoost,tweets+numeric+iran,331,True,0.84375,0.8242344223042751,0.84375,0.8325116100832265,0.8118738426876011
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,LogReg,numeric,11,True,0.7448979591836735,0.7558736662852885,0.7448979591836735,0.7484493296149064,0.7807904411764705
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,DecisionTree,numeric,11,True,0.7142857142857143,0.7106331168831169,0.7142857142857143,0.7121545121545122,0.6778492647058824
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,RandomForest,numeric,11,True,0.7040816326530612,0.69855462647264,0.7040816326530612,0.7006411255048115,0.7605698529411765
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,SVM,numeric,11,True,0.7448979591836735,0.7509607298834464,0.7448979591836735,0.7472262144294338,0.7573529411764707
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,AdaBoost,numeric,11,True,0.7040816326530612,0.7021074163931308,0.7040816326530612,0.7030202570441575,0.7582720588235294
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,XGBoost,numeric,11,True,0.6326530612244898,0.622889155662265,0.6326530612244898,0.6267393320964749,0.643841911764706
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,LogReg,numeric+iran,31,True,0.7551020408163265,0.7633369137128535,0.7551020408163265,0.7579547948211542,0.8295036764705882
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,DecisionTree,numeric+iran,31,True,0.7244897959183674,0.7151373851575059,0.7244897959183674,0.7158246905319505,0.671875
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,RandomForest,numeric+iran,31,True,0.8061224489795918,0.8075801749271136,0.8061224489795918,0.8067640613246326,0.8513327205882352
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,SVM,numeric+iran,31,True,0.7244897959183674,0.730878084508061,0.7244897959183674,0.7270043115837884,0.7748161764705882
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,AdaBoost,numeric+iran,31,True,0.7959183673469388,0.7991917196986321,0.7959183673469388,0.797214123744736,0.8262867647058824
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,XGBoost,numeric+iran,31,True,0.7448979591836735,0.7432282003710576,0.7448979591836735,0.7439829802104806,0.8014705882352942
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,LogReg,desc+numeric,311,True,0.7448979591836735,0.7558736662852885,0.7448979591836735,0.7484493296149064,0.7922794117647058
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,DecisionTree,desc+numeric,311,True,0.7040816326530612,0.7159442655810694,0.7040816326530612,0.7082012223532915,0.6907169117647058
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,RandomForest,desc+numeric,311,True,0.6428571428571429,0.6453514739229025,0.6428571428571429,0.6440390603348495,0.7182904411764706
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,SVM,desc+numeric,311,True,0.7755102040816326,0.7755102040816326,0.7755102040816326,0.7755102040816326,0.801470588235294
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,AdaBoost,desc+numeric,311,True,0.6938775510204082,0.7032939491586108,0.6938775510204082,0.6974434935264427,0.7435661764705882
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,XGBoost,desc+numeric,311,True,0.6326530612244898,0.622889155662265,0.6326530612244898,0.6267393320964749,0.643841911764706
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,LogReg,desc+numeric+iran,331,True,0.7653061224489796,0.7710433752588319,0.7653061224489796,0.7674481172750791,0.8313419117647057
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,DecisionTree,desc+numeric+iran,331,True,0.7551020408163265,0.752106524427953,0.7551020408163265,0.753275296132439,0.7228860294117647
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,RandomForest,desc+numeric+iran,331,True,0.7959183673469388,0.8033655567490154,0.7959183673469388,0.7982956623509618,0.8451286764705882
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,SVM,desc+numeric+iran,331,True,0.7653061224489796,0.7670229996760609,0.7653061224489796,0.7660828110771868,0.8262867647058824
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,AdaBoost,desc+numeric+iran,331,True,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.8088235294117647
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,XGBoost,desc+numeric+iran,331,True,0.7551020408163265,0.752106524427953,0.7551020408163265,0.753275296132439,0.7973345588235294
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,LogReg,iran_only,20,True,0.7244897959183674,0.7479052508952841,0.7244897959183674,0.7301725885159258,0.7846966911764705
7,locals_vs_diaspora,2,34,64,0,34,K-Fold,5,DecisionTree,iran_only,20,True,0.7653061224489796,0.7877896190188549,0.7653061224489796,0.7701470198468998,0.7628676470588236
