iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,Features_count,balanced,accuracy,precision,recall,F1,AUC,n_labeled_users
3,target_population,3,142,77,81,77,K-Fold,5,SVM,numeric,11,False,0.5633333333333334,0.5553233598254637,0.5633333333333334,0.5419217804124374,0.7009214424561719,300
3,target_population,3,142,77,81,77,K-Fold,5,AdaBoost,numeric,11,True,0.48333333333333334,0.5041605704512855,0.48333333333333334,0.4884176168295922,0.6815919031957595,300
3,target_population,3,142,77,81,77,K-Fold,5,AdaBoost,numeric,11,False,0.5633333333333334,0.5596464330413017,0.5633333333333334,0.5454559012948275,0.6904781703434546,300
3,target_population,3,142,77,81,77,K-Fold,5,XGBoost,numeric,11,True,0.5433333333333333,0.5418721461187215,0.5433333333333333,0.5424518518518519,0.7002637733426332,300
3,target_population,3,142,77,81,77,K-Fold,5,XGBoost,numeric,11,False,0.5533333333333333,0.5503787409700722,0.5533333333333333,0.5509735744372711,0.70104146325385,300
3,target_population,3,142,77,81,77,K-Fold,5,LogReg,numeric+iran,31,True,0.5933333333333334,0.6187108328574547,0.5933333333333334,0.601056390968982,0.7689938769016262,300
3,target_population,3,142,77,81,77,K-Fold,5,LogReg,numeric+iran,31,False,0.6233333333333333,0.6215144403201083,0.6233333333333333,0.6159981205888408,0.7709445905863206,300
3,target_population,3,142,77,81,77,K-Fold,5,DecisionTree,numeric+iran,31,True,0.5233333333333333,0.5207081458224315,0.5233333333333333,0.5218747143696546,0.6230255619118417,300
3,target_population,3,142,77,81,77,K-Fold,5,DecisionTree,numeric+iran,31,False,0.5033333333333333,0.506400292102011,0.5033333333333333,0.5043653545374527,0.610003620931733,300
3,target_population,3,142,77,81,77,K-Fold,5,RandomForest,numeric+iran,31,True,0.6366666666666667,0.6367453260373918,0.6366666666666667,0.6359752147350299,0.7755740513802524,300
3,target_population,3,142,77,81,77,K-Fold,5,RandomForest,numeric+iran,31,False,0.6533333333333333,0.6439559500380974,0.6533333333333333,0.6438781569307884,0.7808096493208398,300
3,target_population,3,142,77,81,77,K-Fold,5,SVM,numeric+iran,31,True,0.6166666666666667,0.6261225153015516,0.6166666666666667,0.6175008324195825,0.7770683166399827,300
3,target_population,3,142,77,81,77,K-Fold,5,SVM,numeric+iran,31,False,0.63,0.6260178771215692,0.63,0.6193285780852663,0.7684484592637404,300
3,target_population,3,142,77,81,77,K-Fold,5,AdaBoost,numeric+iran,31,True,0.6233333333333333,0.6407583594180314,0.6233333333333333,0.6291767971147533,0.7649380603383217,300
3,target_population,3,142,77,81,77,K-Fold,5,AdaBoost,numeric+iran,31,False,0.6333333333333333,0.6241868800533467,0.6333333333333333,0.6224821463038023,0.7648354914639407,300
3,target_population,3,142,77,81,77,K-Fold,5,XGBoost,numeric+iran,31,True,0.62,0.6135818882694349,0.62,0.6158453524706173,0.7588248024579136,300
3,target_population,3,142,77,81,77,K-Fold,5,XGBoost,numeric+iran,31,False,0.6066666666666667,0.5988639781271361,0.6066666666666667,0.6016349364557388,0.7571092337733487,300
3,target_population,3,142,77,81,77,K-Fold,5,LogReg,desc+numeric,220,True,0.53,0.5438735750738651,0.53,0.5339773807331,0.7170065923248169,300
3,target_population,3,142,77,81,77,K-Fold,5,LogReg,desc+numeric,220,False,0.5633333333333334,0.5508761904761904,0.5633333333333334,0.5497385231764866,0.7168353073934312,300
3,target_population,3,142,77,81,77,K-Fold,5,DecisionTree,desc+numeric,220,True,0.44,0.44322982053917304,0.44,0.4410345572751432,0.5599825355490222,300
3,target_population,3,142,77,81,77,K-Fold,5,DecisionTree,desc+numeric,220,False,0.4,0.40162319074848624,0.4,0.40072896561599186,0.528874209038955,300
3,target_population,3,142,77,81,77,K-Fold,5,RandomForest,desc+numeric,220,True,0.5366666666666666,0.5359351640229689,0.5366666666666666,0.536001476841596,0.7071122356648557,300
3,target_population,3,142,77,81,77,K-Fold,5,RandomForest,desc+numeric,220,False,0.5433333333333333,0.5318829874014321,0.5433333333333333,0.5255411417124914,0.6991078986681694,300
3,target_population,3,142,77,81,77,K-Fold,5,SVM,desc+numeric,220,True,0.54,0.5471681096681096,0.54,0.5429185924622294,0.7176521994417147,300
3,target_population,3,142,77,81,77,K-Fold,5,SVM,desc+numeric,220,False,0.5933333333333334,0.5819254611605487,0.5933333333333334,0.5809917464544296,0.7193271754166469,300
3,target_population,3,142,77,81,77,K-Fold,5,AdaBoost,desc+numeric,220,True,0.5033333333333333,0.5150401154401155,0.5033333333333333,0.506969756480754,0.6650176590620189,300
3,target_population,3,142,77,81,77,K-Fold,5,AdaBoost,desc+numeric,220,False,0.5233333333333333,0.5111121727309116,0.5233333333333333,0.5011088069636457,0.6642560808282508,300
3,target_population,3,142,77,81,77,K-Fold,5,XGBoost,desc+numeric,220,True,0.5233333333333333,0.5243622755298911,0.5233333333333333,0.5238227051188963,0.6965811954846092,300
3,target_population,3,142,77,81,77,K-Fold,5,XGBoost,desc+numeric,220,False,0.5466666666666666,0.5420641025641025,0.5466666666666666,0.5436854490223763,0.6926722039879668,300
3,target_population,3,142,77,81,77,K-Fold,5,LogReg,desc+numeric+iran,240,True,0.6,0.6285109277296778,0.6,0.6087487186251358,0.7702533671597992,300
3,target_population,3,142,77,81,77,K-Fold,5,LogReg,desc+numeric+iran,240,False,0.6166666666666667,0.6144784218543867,0.6166666666666667,0.6102073530778415,0.7732187098061242,300
3,target_population,3,142,77,81,77,K-Fold,5,DecisionTree,desc+numeric+iran,240,True,0.5433333333333333,0.5456031724991164,0.5433333333333333,0.5443531859228784,0.6465020684928914,300
3,target_population,3,142,77,81,77,K-Fold,5,DecisionTree,desc+numeric+iran,240,False,0.5233333333333333,0.5107169988698503,0.5233333333333333,0.5153270594414343,0.6194178490421379,300
3,target_population,3,142,77,81,77,K-Fold,5,RandomForest,desc+numeric+iran,240,True,0.65,0.6530390107976315,0.65,0.6504183727968667,0.7896527054736201,300
3,target_population,3,142,77,81,77,K-Fold,5,RandomForest,desc+numeric+iran,240,False,0.6666666666666666,0.657953313253012,0.6666666666666666,0.6547540739515262,0.7815763969508834,300
3,target_population,3,142,77,81,77,K-Fold,5,SVM,desc+numeric+iran,240,True,0.61,0.6239014207196604,0.61,0.6140376554118597,0.7897201039641989,300
3,target_population,3,142,77,81,77,K-Fold,5,SVM,desc+numeric+iran,240,False,0.6133333333333333,0.6146863341312458,0.6133333333333333,0.6089905043778517,0.7810026088679219,300
3,target_population,3,142,77,81,77,K-Fold,5,AdaBoost,desc+numeric+iran,240,True,0.5966666666666667,0.6052596384980614,0.5966666666666667,0.5999489894710792,0.7495720088498993,300
3,target_population,3,142,77,81,77,K-Fold,5,AdaBoost,desc+numeric+iran,240,False,0.6233333333333333,0.6143123280820204,0.6233333333333333,0.6126405798538083,0.7654391852808563,300
3,target_population,3,142,77,81,77,K-Fold,5,XGBoost,desc+numeric+iran,240,True,0.6266666666666667,0.6194038142620232,0.6266666666666667,0.6213973193748644,0.7594487543986199,300
3,target_population,3,142,77,81,77,K-Fold,5,XGBoost,desc+numeric+iran,240,False,0.6133333333333333,0.6026764571079367,0.6133333333333333,0.6055923337088188,0.7572099934778304,300
3,target_population,3,142,77,81,77,K-Fold,5,LogReg,tweets+numeric+iran,331,True,0.6,0.6299230769230769,0.6,0.608927031277983,0.7750492644566629,300
3,target_population,3,142,77,81,77,K-Fold,5,LogReg,tweets+numeric+iran,331,False,0.6266666666666667,0.624869501854796,0.6266666666666667,0.6186611089344535,0.7773635880279952,300
3,target_population,3,142,77,81,77,K-Fold,5,DecisionTree,tweets+numeric+iran,331,True,0.5233333333333333,0.52192750287687,0.5233333333333333,0.5225677692053065,0.6248703709031568,300
3,target_population,3,142,77,81,77,K-Fold,5,DecisionTree,tweets+numeric+iran,331,False,0.5233333333333333,0.5204280904280904,0.5233333333333333,0.5217299578059071,0.625628965172961,300
3,target_population,3,142,77,81,77,K-Fold,5,RandomForest,tweets+numeric+iran,331,True,0.65,0.6450560910987091,0.65,0.6469970576774374,0.7897473996206619,300
3,target_population,3,142,77,81,77,K-Fold,5,RandomForest,tweets+numeric+iran,331,False,0.6566666666666666,0.6481828375028171,0.6566666666666666,0.645918680646603,0.7841763157887915,300
3,target_population,3,142,77,81,77,K-Fold,5,SVM,tweets+numeric+iran,331,True,0.6166666666666667,0.6262298850574712,0.6166666666666667,0.6189903278626648,0.7856221397468839,300
3,target_population,3,142,77,81,77,K-Fold,5,SVM,tweets+numeric+iran,331,False,0.61,0.6013874746585207,0.61,0.5963521979923848,0.7734430546494586,300
3,target_population,3,142,77,81,77,K-Fold,5,AdaBoost,tweets+numeric+iran,331,True,0.64,0.6570358208955224,0.64,0.6456805270689489,0.7767025390325814,300
3,target_population,3,142,77,81,77,K-Fold,5,AdaBoost,tweets+numeric+iran,331,False,0.6133333333333333,0.602252570617146,0.6133333333333333,0.5978423033547855,0.7642998680964812,300
3,target_population,3,142,77,81,77,K-Fold,5,XGBoost,tweets+numeric+iran,331,True,0.62,0.6147305516042358,0.62,0.6168768952467322,0.7700685942361092,300
3,target_population,3,142,77,81,77,K-Fold,5,XGBoost,tweets+numeric+iran,331,False,0.6333333333333333,0.6237404416274791,0.6333333333333333,0.6261844877990573,0.7682690477554327,300
3,target_population,2,142,77,0,77,K-Fold,5,LogReg,numeric,11,True,0.7351598173515982,0.7447025760677155,0.7351598173515982,0.738401363115721,0.8070239619535393,300
3,target_population,2,142,77,0,77,K-Fold,5,LogReg,numeric,11,False,0.7899543378995434,0.7877290893392791,0.7899543378995434,0.7811886852686819,0.8064752149259191,300
3,target_population,2,142,77,0,77,K-Fold,5,DecisionTree,numeric,11,True,0.6986301369863014,0.6897458705677884,0.6986301369863014,0.692005047687085,0.6516828242180355,300
3,target_population,2,142,77,0,77,K-Fold,5,DecisionTree,numeric,11,False,0.6757990867579908,0.6679505241269147,0.6757990867579908,0.6707168740189258,0.6311048106822756,300
3,target_population,2,142,77,0,77,K-Fold,5,RandomForest,numeric,11,True,0.7168949771689498,0.7137674360417839,0.7168949771689498,0.7150862506341958,0.7621181635266141,300
3,target_population,2,142,77,0,77,K-Fold,5,RandomForest,numeric,11,False,0.7351598173515982,0.7275942340406483,0.7351598173515982,0.7193681875092061,0.7688403146149625,300
3,target_population,2,142,77,0,77,K-Fold,5,SVM,numeric,11,True,0.730593607305936,0.736994757314392,0.730593607305936,0.7330462161234303,0.7996616059996341,300
3,target_population,2,142,77,0,77,K-Fold,5,SVM,numeric,11,False,0.7853881278538812,0.7877225689659831,0.7853881278538812,0.7718910042644703,0.8193707700749955,300
3,target_population,2,142,77,0,77,K-Fold,5,AdaBoost,numeric,11,True,0.7397260273972602,0.7480795809210825,0.7397260273972602,0.7426524765259113,0.8229833546734956,300
3,target_population,2,142,77,0,77,K-Fold,5,AdaBoost,numeric,11,False,0.7579908675799086,0.7517905861405474,0.7579908675799086,0.7498098473652081,0.8176330711541978,300
3,target_population,2,142,77,0,77,K-Fold,5,XGBoost,numeric,11,True,0.7077625570776256,0.7077625570776256,0.7077625570776256,0.7077625570776256,0.7702579111029815,300
3,target_population,2,142,77,0,77,K-Fold,5,XGBoost,numeric,11,False,0.7214611872146118,0.7152735901581899,0.7214611872146118,0.7170947790866827,0.7651362721785258,300
3,target_population,2,142,77,0,77,K-Fold,5,LogReg,numeric+iran,31,True,0.863013698630137,0.8618877838243573,0.863013698630137,0.8621385083713851,0.8784525333821107,300
3,target_population,2,142,77,0,77,K-Fold,5,LogReg,numeric+iran,31,False,0.8447488584474886,0.8436595368102217,0.8447488584474886,0.8413359336569831,0.8786354490579842,300
3,target_population,2,142,77,0,77,K-Fold,5,DecisionTree,numeric+iran,31,True,0.776255707762557,0.7784410827502383,0.776255707762557,0.7771990275339868,0.7591000548747028,300
3,target_population,2,142,77,0,77,K-Fold,5,DecisionTree,numeric+iran,31,False,0.7853881278538812,0.7928973437097043,0.7853881278538812,0.7878011648546988,0.778031827327602,300
3,target_population,2,142,77,0,77,K-Fold,5,RandomForest,numeric+iran,31,True,0.8447488584474886,0.8447488584474886,0.8447488584474886,0.8447488584474886,0.9002194988110481,300
3,target_population,2,142,77,0,77,K-Fold,5,RandomForest,numeric+iran,31,False,0.8493150684931506,0.8478266496857494,0.8493150684931506,0.8480903006979904,0.9027345893543077,300
3,target_population,2,142,77,0,77,K-Fold,5,SVM,numeric+iran,31,True,0.8721461187214612,0.8717201662918285,0.8721461187214612,0.8698811335797637,0.8580574355222242,300
3,target_population,2,142,77,0,77,K-Fold,5,SVM,numeric+iran,31,False,0.8584474885844748,0.8596436911339344,0.8584474885844748,0.8543604114280391,0.8488201938906166,300
3,target_population,2,142,77,0,77,K-Fold,5,AdaBoost,numeric+iran,31,True,0.8767123287671232,0.8771109068398488,0.8767123287671232,0.8768922081916966,0.91462410828608,300
3,target_population,2,142,77,0,77,K-Fold,5,AdaBoost,numeric+iran,31,False,0.8721461187214612,0.8711453055607682,0.8721461187214612,0.8713292744799594,0.9144869215291751,300
3,target_population,2,142,77,0,77,K-Fold,5,XGBoost,numeric+iran,31,True,0.8493150684931506,0.848238838744271,0.8493150684931506,0.8486057502194493,0.8863179074446681,300
3,target_population,2,142,77,0,77,K-Fold,5,XGBoost,numeric+iran,31,False,0.8356164383561644,0.8347513952308472,0.8356164383561644,0.8351097352539314,0.8900676788000732,300
3,target_population,2,142,77,0,77,K-Fold,5,LogReg,desc+numeric,220,True,0.7488584474885844,0.7530450207011818,0.7488584474885844,0.7505568417031745,0.8155295408816536,300
3,target_population,2,142,77,0,77,K-Fold,5,LogReg,desc+numeric,220,False,0.7945205479452054,0.7964923682666281,0.7945205479452054,0.7829220238960525,0.8150722516919701,300
3,target_population,2,142,77,0,77,K-Fold,5,DecisionTree,desc+numeric,220,True,0.6986301369863014,0.6922877374098338,0.6986301369863014,0.6945017826984424,0.6576275836839217,300
3,target_population,2,142,77,0,77,K-Fold,5,DecisionTree,desc+numeric,220,False,0.6940639269406392,0.6855582415614648,0.6940639269406392,0.688001047787442,0.6481616974574721,300
3,target_population,2,142,77,0,77,K-Fold,5,RandomForest,desc+numeric,220,True,0.7442922374429224,0.7415400012510164,0.7442922374429224,0.7426585489599188,0.7997073349186025,300
3,target_population,2,142,77,0,77,K-Fold,5,RandomForest,desc+numeric,220,False,0.7534246575342466,0.7588981030644538,0.7534246575342466,0.7296813327141862,0.7705322846167916,300
3,target_population,2,142,77,0,77,K-Fold,5,SVM,desc+numeric,220,True,0.7808219178082192,0.7796067985794013,0.7808219178082192,0.7801463136719086,0.8188220230473752,300
3,target_population,2,142,77,0,77,K-Fold,5,SVM,desc+numeric,220,False,0.8036529680365296,0.8036424629520689,0.8036529680365296,0.794911374551357,0.8258642765685019,300
3,target_population,2,142,77,0,77,K-Fold,5,AdaBoost,desc+numeric,220,True,0.776255707762557,0.7769420093815314,0.776255707762557,0.7765821556071528,0.8329979879275654,300
3,target_population,2,142,77,0,77,K-Fold,5,AdaBoost,desc+numeric,220,False,0.7534246575342466,0.7468423496633387,0.7534246575342466,0.7444554434311146,0.8141576733126027,300
3,target_population,2,142,77,0,77,K-Fold,5,XGBoost,desc+numeric,220,True,0.7077625570776256,0.7077625570776256,0.7077625570776256,0.7077625570776256,0.7702579111029815,300
3,target_population,2,142,77,0,77,K-Fold,5,XGBoost,desc+numeric,220,False,0.7214611872146118,0.7152735901581899,0.7214611872146118,0.7170947790866827,0.7651362721785258,300
3,target_population,2,142,77,0,77,K-Fold,5,LogReg,desc+numeric+iran,240,True,0.8584474885844748,0.8574619021477783,0.8584474885844748,0.8577811592970584,0.8796414852752881,300
3,target_population,2,142,77,0,77,K-Fold,5,LogReg,desc+numeric+iran,240,False,0.8493150684931506,0.84884832081308,0.8493150684931506,0.8456664183857422,0.8799158587890982,300
3,target_population,2,142,77,0,77,K-Fold,5,DecisionTree,desc+numeric+iran,240,True,0.8082191780821918,0.8108907663536742,0.8082191780821918,0.8092769204092248,0.7956374611304189,300
3,target_population,2,142,77,0,77,K-Fold,5,DecisionTree,desc+numeric+iran,240,False,0.8082191780821918,0.8082191780821918,0.8082191780821918,0.8082191780821918,0.7896927016645326,300
3,target_population,2,142,77,0,77,K-Fold,5,RandomForest,desc+numeric+iran,240,True,0.8493150684931506,0.8478266496857494,0.8493150684931506,0.8480903006979904,0.9017742820559722,300
3,target_population,2,142,77,0,77,K-Fold,5,RandomForest,desc+numeric+iran,240,False,0.8447488584474886,0.8431795600225261,0.8447488584474886,0.8419985193468559,0.8978415950246936,300
3,target_population,2,142,77,0,77,K-Fold,5,SVM,desc+numeric+iran,240,True,0.867579908675799,0.86670740145827,0.867579908675799,0.8655040753035048,0.853667459301262,300
3,target_population,2,142,77,0,77,K-Fold,5,SVM,desc+numeric+iran,240,False,0.8721461187214612,0.8725183492306781,0.8721461187214612,0.869335474776339,0.8542162063288823,300
3,target_population,2,142,77,0,77,K-Fold,5,AdaBoost,desc+numeric+iran,240,True,0.8584474885844748,0.8580571675380617,0.8584474885844748,0.8582332364172138,0.9092280958478142,300
3,target_population,2,142,77,0,77,K-Fold,5,AdaBoost,desc+numeric+iran,240,False,0.8538812785388128,0.852382094616322,0.8538812785388128,0.8524309855438811,0.9035119809767697,300
3,target_population,2,142,77,0,77,K-Fold,5,XGBoost,desc+numeric+iran,240,True,0.8493150684931506,0.848238838744271,0.8493150684931506,0.8486057502194493,0.8859520760929211,300
3,target_population,2,142,77,0,77,K-Fold,5,XGBoost,desc+numeric+iran,240,False,0.8356164383561644,0.8347513952308472,0.8356164383561644,0.8351097352539314,0.8906164258276934,300
3,target_population,2,142,77,0,77,K-Fold,5,LogReg,tweets+numeric+iran,331,True,0.8584474885844748,0.8571208544300521,0.8584474885844748,0.8572969491405364,0.885677702579111,300
3,target_population,2,142,77,0,77,K-Fold,5,LogReg,tweets+numeric+iran,331,False,0.8538812785388128,0.8526930954456269,0.8538812785388128,0.8512927240911586,0.8874154014999085,300
3,target_population,2,142,77,0,77,K-Fold,5,DecisionTree,tweets+numeric+iran,331,True,0.8082191780821918,0.8057161927507287,0.8082191780821918,0.8063156685263441,0.7807755624657032,300
3,target_population,2,142,77,0,77,K-Fold,5,DecisionTree,tweets+numeric+iran,331,False,0.7579908675799086,0.7603216057291153,0.7579908675799086,0.7590111930469653,0.7390707883665631,300
3,target_population,2,142,77,0,77,K-Fold,5,RandomForest,tweets+numeric+iran,331,True,0.863013698630137,0.8617152749894404,0.863013698630137,0.8616540489473885,0.9098225717944028,300
3,target_population,2,142,77,0,77,K-Fold,5,RandomForest,tweets+numeric+iran,331,False,0.8721461187214612,0.8725183492306781,0.8721461187214612,0.869335474776339,0.9129778672032193,300
3,target_population,2,142,77,0,77,K-Fold,5,SVM,tweets+numeric+iran,331,True,0.867579908675799,0.8664150591743547,0.867579908675799,0.8665035975830825,0.8700841412109017,300
3,target_population,2,142,77,0,77,K-Fold,5,SVM,tweets+numeric+iran,331,False,0.863013698630137,0.8639113296647543,0.863013698630137,0.8593821825871104,0.8652826047192245,300
3,target_population,2,142,77,0,77,K-Fold,5,AdaBoost,tweets+numeric+iran,331,True,0.8401826484018264,0.8382948729735527,0.8401826484018264,0.8382996751871205,0.9090909090909091,300
3,target_population,2,142,77,0,77,K-Fold,5,AdaBoost,tweets+numeric+iran,331,False,0.8812785388127854,0.8812337017149292,0.8812785388127854,0.8791753383240664,0.9126577647704408,300
3,target_population,2,142,77,0,77,K-Fold,5,XGBoost,tweets+numeric+iran,331,True,0.821917808219178,0.8199440354528417,0.821917808219178,0.8204703553703523,0.8974757636729468,300
3,target_population,2,142,77,0,77,K-Fold,5,XGBoost,tweets+numeric+iran,331,False,0.821917808219178,0.819470558390784,0.821917808219178,0.8183886696076155,0.8959209804280227,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,LogReg,numeric,11,True,0.5433333333333333,0.820377362761743,0.5433333333333333,0.6386733866295911,0.7087056119923634,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,LogReg,numeric,11,False,0.8766666666666667,0.8418433451118963,0.8766666666666667,0.8491557204700062,0.7174193516707129,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,DecisionTree,numeric,11,True,0.7866666666666666,0.7938328163525015,0.7866666666666666,0.7902284655155595,0.5877194946614185,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,DecisionTree,numeric,11,False,0.7733333333333333,0.8045657908620871,0.7733333333333333,0.7880289607264104,0.6282426285148608,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,RandomForest,numeric,11,True,0.84,0.8242233942516047,0.84,0.8318513907415641,0.6509743107769423,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,RandomForest,numeric,11,False,0.88,0.8440819823382101,0.88,0.8543823711980136,0.6548218096180891,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,SVM,numeric,11,True,0.5733333333333334,0.8514199247791481,0.5733333333333334,0.6716966925218203,0.7182945726384928,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,SVM,numeric,11,False,0.8866666666666667,0.8507013396375098,0.8866666666666667,0.8604308454866075,0.6438156126994602,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,AdaBoost,numeric,11,True,0.5733333333333334,0.8087376283846872,0.5733333333333334,0.6603851596577098,0.681697075761504,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,AdaBoost,numeric,11,False,0.87,0.8317446996466431,0.87,0.8414560296846011,0.6705350130812926,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,XGBoost,numeric,11,True,0.8366666666666667,0.8247071595288498,0.8366666666666667,0.8283434526405241,0.6878468035291991,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,XGBoost,numeric,11,False,0.8766666666666667,0.8398721023181455,0.8766666666666667,0.8535022131426625,0.6987688893079093,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,LogReg,numeric+iran,31,True,0.7466666666666667,0.85809329847614,0.7466666666666667,0.7926745247006686,0.7246516997823714,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,LogReg,numeric+iran,31,False,0.8666666666666667,0.8534535655058043,0.8666666666666667,0.8576828210152769,0.7613571310721946,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,DecisionTree,numeric+iran,31,True,0.8166666666666667,0.816919896640827,0.8166666666666667,0.8165872243839171,0.6424169750394795,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,DecisionTree,numeric+iran,31,False,0.8166666666666667,0.8022280494733621,0.8166666666666667,0.8090564883628467,0.6228268555401041,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,RandomForest,numeric+iran,31,True,0.8433333333333334,0.8617900714004609,0.8433333333333334,0.8496385542168674,0.8188009443671875,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,RandomForest,numeric+iran,31,False,0.86,0.8233693430656934,0.86,0.8394960025583627,0.8271148659265719,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,SVM,numeric+iran,31,True,0.73,0.8241477003319109,0.73,0.7725087556175422,0.729966845012217,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,SVM,numeric+iran,31,False,0.8666666666666667,0.8571112225006962,0.8666666666666667,0.8600327886408665,0.7056361829338237,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,AdaBoost,numeric+iran,31,True,0.7733333333333333,0.8452760559890995,0.7733333333333333,0.8033958889772844,0.738073765919501,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,AdaBoost,numeric+iran,31,False,0.8433333333333334,0.8167981520966595,0.8433333333333334,0.8292062710334072,0.7300748874537442,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,XGBoost,numeric+iran,31,True,0.8433333333333334,0.8440353437094682,0.8433333333333334,0.8436245495894618,0.7974503539412795,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,XGBoost,numeric+iran,31,False,0.8566666666666667,0.8330673910971309,0.8566666666666667,0.8433587301587302,0.7910299376969068,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,LogReg,desc+numeric,220,True,0.69,0.8184508440913605,0.69,0.7451199863457928,0.698861161524501,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,LogReg,desc+numeric,220,False,0.88,0.846193853427896,0.88,0.8540107393638992,0.722791107863703,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,DecisionTree,desc+numeric,220,True,0.7966666666666666,0.8064159544159544,0.7966666666666666,0.801434820647419,0.6216548424352417,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,DecisionTree,desc+numeric,220,False,0.8166666666666667,0.8075281715739732,0.8166666666666667,0.8115801054510732,0.613498479741674,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,RandomForest,desc+numeric,220,True,0.8766666666666667,0.8480863218026022,0.8766666666666667,0.8589968001765419,0.6960828776486672,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,RandomForest,desc+numeric,220,False,0.87,0.8329820542191677,0.87,0.8293916074996811,0.7097009314037445,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,SVM,desc+numeric,220,True,0.72,0.8166011652833508,0.72,0.7641896284681722,0.7105151986549446,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,SVM,desc+numeric,220,False,0.8733333333333333,0.8368025579536371,0.8733333333333333,0.8503062081489048,0.6385854330182824,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,AdaBoost,desc+numeric,220,True,0.6466666666666666,0.7856777126273395,0.6466666666666666,0.7023379991432508,0.6390774958556265,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,AdaBoost,desc+numeric,220,False,0.8766666666666667,0.8376374269005847,0.8766666666666667,0.8458566273089643,0.7131206209096409,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,XGBoost,desc+numeric,220,True,0.86,0.8339090909090908,0.86,0.8420129734254028,0.7112313346061078,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,XGBoost,desc+numeric,220,False,0.86,0.8197864768683274,0.86,0.8326256983240224,0.7110713264352103,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,LogReg,desc+numeric+iran,240,True,0.8,0.8600418719211821,0.8,0.8267402000792855,0.7309654779582185,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,LogReg,desc+numeric+iran,240,False,0.8733333333333333,0.8542457420924575,0.8733333333333333,0.858334032145353,0.7630498935426342,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,DecisionTree,desc+numeric+iran,240,True,0.8133333333333334,0.837142750037487,0.8133333333333334,0.8249432926252012,0.6887347679543687,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,DecisionTree,desc+numeric+iran,240,False,0.8133333333333334,0.8112723560999423,0.8133333333333334,0.8120030821390045,0.6405372757913592,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,RandomForest,desc+numeric+iran,240,True,0.8433333333333334,0.8435311827956989,0.8433333333333334,0.8408994708994709,0.8458285309669158,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,RandomForest,desc+numeric+iran,240,False,0.8733333333333333,0.8325238095238094,0.8733333333333333,0.8474037221300903,0.8625402220284254,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,SVM,desc+numeric+iran,240,True,0.7533333333333333,0.8399262536873157,0.7533333333333333,0.7922793914246197,0.7437453547662259,300
3,locals_vs_diaspora,3,10,34,256,10,K-Fold,5,SVM,desc+numeric+iran,240,False,0.85,0.8464679727263996,0.85,0.8439036731191801,0.7284686638225658,300
