username,display_name,followers_count,following_count,statuses_count,followers_following_ratio,bio_length,account_age_years,verified_flag,network_degree,bio_mentions_iran,cluster
agoldmund,Alex Goldman,0.0,3610.0,444.0,0.0,128,13.867214236824093,0,1,0,3
agolp,Armand Golpaygani,197.0,471.0,162.0,0.4173728813559322,0,16.700889801505816,0,1,0,5
agriculture666,Agriculture Music,2293.0,54.0,802.0,41.69090909090909,20,4.205338809034908,0,1,0,7
agudaojo,Dennise,185.0,1173.0,34.0,0.1575809199318569,20,4.287474332648871,0,1,0,5
aguilasmonu,Águilas Monumental,0.0,148.0,1311.0,0.0,142,16.372347707049965,0,1,0,3
ahaactors,AHA Actors,7853.0,639.0,3922.0,12.2703125,36,15.206023271731691,0,1,0,5
ahadisherko,SH.1990,47.0,241.0,34.0,0.19421487603305784,0,4.867898699520876,0,1,0,0
ahadsadeghi71,Ahad.sadeghi71,238.0,735.0,336.0,0.3233695652173913,66,7.3730321697467485,0,1,0,1
ahahistorians,American Historical Association,0.0,2335.0,1311.0,0.0,151,16.867898699520875,0,1,0,3
ahali73975790a,Şahəli,23.0,107.0,19.0,0.21296296296296297,0,6.3709787816564,0,1,0,0
ahamd155610,ahamd,0.0,10.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
ahammoudmi,Abdullah H. Hammoud,0.0,1197.0,4731.0,0.0,131,10.620123203285422,0,1,0,3
ahangar_fa44154,fufu,9.0,49.0,507.0,0.18,0,0.8678986995208761,0,1,0,0
ahangari73,Kawa Ahangari,7500.0,273.0,8573.0,27.37226277372263,105,11.7015742642026,0,1,1,4
ahangevafa,هاتف قاضی‌زاده,6738.0,396.0,1312.0,16.97229219143577,129,13.533196440793978,0,1,0,5
ahangparvaz_co,آژانس هواپیمایی آهنگ پرواز,890.0,5415.0,69.0,0.16432791728212703,116,7.786447638603696,0,1,0,1
ahdeaghiq,عهد عقیق,81.0,191.0,25.0,0.421875,0,13.78507871321013,0,1,0,0
ahejlsberg,Anders Hejlsberg,0.0,75.0,256.0,0.0,29,13.867214236824093,0,1,0,3
ahimsaaaa,Ahimsa آهیمسا,12.0,61.0,128.0,0.1935483870967742,0,3.868583162217659,0,1,0,0
ahlebeytmedia,اهل بیت مدیا,0.0,65.0,2096.0,0.0,50,6.036960985626283,0,1,0,3
ahllam_music,ahllam,6758.0,2.0,45.0,2252.6666666666665,6,3.868583162217659,0,1,0,7
ahlulbayt__313,Ahlul•Bayt ♡ 📚,8520.0,5043.0,2370.0,1.6891356066613799,77,9.78507871321013,0,1,0,5
ahlulbayt_says,أهـلُ البـيت,0.0,13.0,1315.0,0.0,127,15.7015742642026,0,1,0,3
ahlulbayt28,خادمة الحُسين💚⚑,0.0,276.0,1318.0,0.0,139,6.036960985626283,0,1,0,3
ahlulbayttv,Ahlulbayt TV,0.0,160.0,1318.0,0.0,85,16.867898699520875,0,1,0,3
ahmad76905530,ahmad,40.0,706.0,8.0,0.056577086280056574,0,3.5345653661875427,0,1,0,0
ahmadabdulsada,احمد عبد السادة,0.0,289.0,4050.0,0.0,22,10.119096509240247,0,1,0,3
ahmadalirezaei,#احمدعلی رضایی اسدآبادی,1270.0,2326.0,1792.0,0.5457670820799312,101,7.619438740588638,0,1,0,5
ahmadi_abb27030,abbas ahmadi,9.0,191.0,0.0,0.046875,0,1.2867898699520877,0,1,0,0
ahmadi_afs1371,Afshin Ahmadi,0.0,17.0,0.0,0.0,0,0.8678986995208761,0,1,0,0
ahmadi_ahmadii,bəmalu,21.0,155.0,173.0,0.1346153846153846,0,4.372347707049966,0,1,0,0
ahmadi_fae83290,فائزه🎀,26.0,63.0,520.0,0.40625,47,2.3709787816563996,0,1,0,1
ahmadiaman84324,Amanllah Ahmadi,5.0,65.0,0.0,0.07575757575757576,0,0.7008898015058179,0,1,0,0
ahmadinejad1956,Mahmoud Ahmadinejad,0.0,49.0,349.0,0.0,125,9.533196440793978,0,57,1,2
ahmadisaye35320,sayed Ahmadi,80.0,304.0,1615.0,0.26229508196721313,0,1.3716632443531827,0,1,0,0
ahmadmuaffaq,د ـ أحمد موفق زيدان,0.0,1612.0,1319.0,0.0,55,15.373032169746748,0,1,0,3
ahmadmullatalal,احمد ملا طلال,0.0,565.0,3221.0,0.0,30,13.618069815195073,0,1,0,3
ahmadnaderi_ir,احمد نادری,0.0,391.0,2452.0,0.0,142,6.450376454483231,0,1,1,4
ahmadnoorollahi,Ahmad Noorollahi,0.0,17.0,15.0,0.0,0,9.78507871321013,0,1,0,0
ahmadreza_ka,Ahmadreza,3.0,34.0,0.0,0.08571428571428572,0,4.785763175906913,0,1,0,0
ahmadrezaas8,Ahmadreza,0.0,6.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
ahmadrezae88890,ahmadreza emz,8.0,4.0,58.0,1.6,0,2.1190965092402463,0,1,0,0
ahmadrezagz,احمدرضا گودرزی,0.0,14.0,1322.0,0.0,42,5.867214236824093,0,1,0,3
ahmadrezakzmi,احمدرضا کاظمی,0.0,278.0,2805.0,0.0,37,11.7015742642026,0,1,0,3
ahmadsamadi1974,Ahmad Samadi,5188.0,973.0,1979.0,5.326488706365503,148,6.450376454483231,0,1,1,4
ahmadshuja,Shuja Jamal,0.0,3284.0,1322.0,0.0,152,18.203969883641342,0,1,0,3
ahmdlkarim,Ahmd Abd Lkarim,2.0,17.0,8.0,0.1111111111111111,0,9.286789869952088,0,1,0,0
ahmdzybdal56318,عبدالخالق احمدزی,0.0,5.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
ahmed_rami,Ahmed Rami - احمد رامي,1837.0,6334.0,9923.0,0.2899763220205209,109,16.372347707049965,0,1,0,5
ahmed17032001,Ahmed1379,1.0,137.0,20.0,0.007246376811594203,0,0.9527720739219713,0,1,0,0
ahmedabdal94,Ahmedabdalmohsen,4.0,276.0,4.0,0.01444043321299639,101,0.7008898015058179,0,1,0,0
ahmedabdswe,ahmed Abdulsalam,109.0,3948.0,1.0,0.027601924537857685,0,2.1190965092402463,0,1,0,0
ahmedalharbi0_,غريب طوس,0.0,27.0,1304.0,0.0,159,11.868583162217659,0,1,0,3
ahmedheero00,Ahmed Heero,15.0,438.0,638.0,0.03416856492027335,0,3.2881587953456535,0,1,0,0
ahmedjamal41147,Ahmed Jamal,0.0,78.0,0.0,0.0,0,0.7008898015058179,0,1,0,0
ahmedjoia15116,Ahmed kahlid Joia,37.0,500.0,14.0,0.07385229540918163,0,2.1190965092402463,0,1,0,0
ahmedkroy,Ahmed Roy,564.0,466.0,1304.0,1.2077087794432548,57,14.3709787816564,0,1,0,5
ahmedmohammed,Ahmed bin Mohammed,0.0,22.0,654.0,0.0,114,6.535249828884326,0,1,0,3
ahmedna00921321,Ahmed Nawaz Baloch,12.0,48.0,11.0,0.24489795918367346,0,4.785763175906913,0,1,0,0
ahmedovzaur78,Zaur Ahmadov,20.0,215.0,0.0,0.09259259259259259,11,11.619438740588638,0,1,0,5
ahmedsaad189151,Ahmedsaad,1.0,16.0,3.0,0.058823529411764705,80,0.8678986995208761,0,1,0,3
ahmedsamehcccpa,Ahmed KHALIL,69.0,675.0,1765.0,0.10207100591715976,52,2.7871321013004793,0,1,0,5
ahmedstv1,ahmedstv _احمد سبورت تيفي,385.0,41.0,102.0,9.166666666666666,115,6.954140999315538,0,1,0,5
ahmet_k_han,Ahmet Kasım Han,1.0,2390.0,1307.0,0.0004182350480970305,129,14.3709787816564,0,1,0,3
ahora9090,Ahora,3.0,44.0,26.0,0.06666666666666667,40,0.785763175906913,0,1,0,0
ahoramazda39384,Ahora Mazda,28.0,308.0,526.0,0.09061488673139159,0,2.3709787816563996,0,1,0,0
ahqyqty18486,Amir Mahdi,6.0,51.0,1.0,0.11538461538461539,14,3.1211498973305956,0,1,0,0
ahrari_maryam,Maryam Ahrari,481.0,1013.0,5876.0,0.47435897435897434,29,3.786447638603696,0,1,0,5
ahsan2026bs,Muhammad Hassan (Ahsan),1.0,72.0,4.0,0.0136986301369863,27,0.7008898015058179,0,1,0,0
ahsana30012,أبو محمد🇵🇸,148.0,4060.0,757.0,0.03644422556020684,46,1.4483230663928817,0,1,0,5
ahwaz1925__,عربستان,26.0,130.0,210.0,0.1984732824427481,71,1.8672142368240932,0,1,0,5
ahwazmedia,حسن راضي الأحوازي,5884.0,415.0,8467.0,14.14423076923077,137,14.286105407255304,0,1,1,4
ahwaztammoz2021,Freedom Ahwaz Arabia,629.0,298.0,252.0,2.1036789297658864,113,2.535249828884326,0,1,1,4
ai_risks,Center for AI Safety,7911.0,2.0,227.0,2637.0,63,3.9534565366187544,0,1,0,7
aiatmeta,AI at Meta,0.0,290.0,2565.0,0.0,135,7.953456536618754,0,1,0,3
aibaensch,Arne Bänsch,1210.0,1103.0,1175.0,1.0960144927536233,67,8.785763175906913,0,1,1,4
aibuzznews,Patrick's AIBuzzNews,0.0,582.0,1348.0,0.0,108,3.2060232717316905,0,1,0,3
aicalliance_,AICA - Australian Iranian Community Alliance,80.0,67.0,272.0,1.1764705882352942,158,3.1211498973305956,0,1,1,6
aidaghavam4291,Aida Ghavam,0.0,14.0,1.0,0.0,0,0.6187542778918549,0,1,0,0
aidanajra,delusional king,276.0,233.0,7154.0,1.1794871794871795,153,2.3709787816563996,0,1,0,5
aidin_og,آیـدیـنـم یا شاید یه انسان غمگین ؛,0.0,8.0,27.0,0.0,9,0.6187542778918549,0,1,0,0
aidinism,Aidinism,0.0,909.0,9344.0,0.0,116,18.203969883641342,0,1,0,3
ailar1000,jupiter,59.0,978.0,996.0,0.0602655771195097,72,16.867898699520875,0,1,0,5
ain4or,Jason Miller,32.0,182.0,36.0,0.17486338797814208,77,3.786447638603696,0,1,0,5
ainajkhan,Aina J. Khan,0.0,34.0,1349.0,0.0,82,15.373032169746748,0,1,0,3
ainohuilaja,Aino Huilaja,2932.0,902.0,1807.0,3.246954595791805,95,16.867898699520875,0,1,0,5
ainslielab,Kristy Ainslie,5695.0,2132.0,3920.0,2.6699484294421003,153,16.28747433264887,0,1,0,5
ainurastom,Tassi,8.0,261.0,19.0,0.030534351145038167,0,13.867214236824093,0,1,0,0
aircenteraz,AIR Center,5016.0,102.0,5675.0,48.699029126213595,145,6.954140999315538,0,1,0,7
airdropcomet,Airdrop Comet | DeFi,0.0,3.0,126.0,0.0,89,4.700889801505818,0,1,0,3
airwallex,Airwallex,9375.0,516.0,1755.0,18.13346228239845,51,10.620123203285422,0,1,0,5
aischannel,AIS Channel,0.0,16.0,1349.0,0.0,90,13.44832306639288,0,1,0,3
aishaabbas20560,Abbass Aisha,59.0,703.0,0.0,0.08380681818181818,0,1.3716632443531827,0,1,0,0
aishaabbass3176,Maryam shahab,117.0,1380.0,0.0,0.08472121650977553,15,1.3716632443531827,0,1,0,5
aishaguzma28258,Aisha Guzman,0.0,3.0,2.0,0.0,26,3.1211498973305956,0,1,0,0
aiyankarimi3312,A_K70,55.0,394.0,1300.0,0.13924050632911392,35,1.2867898699520877,0,1,0,5
aj_torgheh,Amin Jamshidi,503.0,410.0,1290.0,1.2238442822384428,158,5.371663244353183,0,1,0,5
aj1p8cn3ma859xl,GabrielleBenjamin,49.0,1270.0,0.0,0.03855232100708104,0,1.0376454483230664,0,1,0,0
ajamiamin,amin ajami,30.0,2372.0,20.0,0.012642225031605562,34,11.373032169746748,0,1,0,5
ajan_iran,پاسبان,823.0,963.0,1349.0,0.8537344398340249,31,12.785763175906913,0,1,1,4
ajarabic,قناة الجزيرة,0.0,26.0,1349.0,0.0,69,19.288158795345655,0,1,0,3
ajatashatru,daniel mabsout,430.0,497.0,1350.0,0.8634538152610441,125,17.11978097193703,0,1,0,5
ajaykum78488191,Ajaykumar Singh,72.0,799.0,561.0,0.09,20,5.448323066392882,0,1,0,5
ajbends,big boy synthetique,0.0,1286.0,1350.0,0.0,38,14.620123203285422,0,1,0,3
ajdarbekbosynov,Айдар Бекбосынов,0.0,73.0,5.0,0.0,13,4.5338809034907595,0,1,0,0
ajdemarang,Ajdemarang 🇮🇷 اژدمارنگ,0.0,1139.0,1353.0,0.0,85,13.867214236824093,0,1,0,3
ajenews,Al Jazeera Breaking News,0.0,166.0,1353.0,0.0,153,17.61806981519507,0,1,0,3
ajgerimsag41079,Айгерим Сагындыкова,1.0,35.0,3.0,0.027777777777777776,0,2.3709787816563996,0,1,0,0
aji_fellowships,Allbritton Journalism Institute,1029.0,20.0,26.0,49.0,0,3.4496919917864477,0,1,0,7
ajibzade,عجیب زاده,0.0,575.0,1356.0,0.0,56,10.286105407255304,0,1,0,3
ajik38933950,Ajik,6.0,145.0,4469.0,0.0410958904109589,28,6.787132101300479,0,1,0,3
ajmaldashti17,Ajmal Dashti,0.0,81.0,0.0,0.0,0,0.9527720739219713,0,1,0,0
ajmalzamani4,Ajmal Zamani,6.0,256.0,5.0,0.023346303501945526,0,3.9534565366187544,0,1,0,0
ajmanclub,نادي عجمان,0.0,24.0,1356.0,0.0,112,14.702258726899384,0,1,0,3
ajmanclub_en,Ajman club - En,1274.0,3.0,1992.0,318.5,38,8.618754277891854,0,1,0,7
ajnlive,Alex Jones Network,0.0,118.0,1348.0,0.0,131,1.8672142368240932,0,1,0,3
ajos,Alex Josephson,0.0,2812.0,8239.0,0.0,73,17.371663244353183,0,1,0,3
ajplus,AJ+,0.0,247.0,1357.0,0.0,160,16.449007529089666,0,1,0,3
ajstream,The Stream,0.0,836.0,1356.0,0.0,104,15.534565366187543,0,1,0,3
ajturk,Al Jazeera Türk,0.0,7.0,1357.0,0.0,134,15.534565366187543,0,1,0,3
ak_rogue_,𓆩AkrΩguE𓆪,9.0,51.0,132.0,0.17307692307692307,37,6.203969883641341,0,1,0,3
ak1980777,五郎人格,0.0,46.0,58.0,0.0,0,2.3709787816563996,0,1,0,0
akaleditor,EDICIONES AKAL,0.0,2139.0,1357.0,0.0,111,14.45037645448323,0,1,0,3
akash551788875,Akash55,0.0,13.0,31.0,0.0,0,1.78507871321013,0,1,0,0
akbar50847775,Akbar,8.0,64.0,34.0,0.12307692307692308,0,6.286105407255304,0,1,0,0
akbarabasi13481,Akbar.A,51.0,91.0,1922.0,0.5543478260869565,0,9.700205338809035,0,1,0,0
akbarghasemi62,Akbar Ghasemi,28.0,122.0,537.0,0.22764227642276422,0,4.120465434633813,0,1,0,0
akbarkhan025,Akbar kakar,3.0,141.0,12.0,0.02112676056338028,16,0.7008898015058179,0,1,0,0
akbarsahmed,Akbar Shahid Ahmed,0.0,3880.0,1361.0,0.0,164,15.039014373716633,0,1,0,3
akbrohi09,Ak Brohi,42.0,1573.0,46.0,0.026683608640406607,0,9.371663244353183,0,1,0,5
akbrzadh35412,رحیم اکبرزاده,0.0,44.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
akef1680,Akef,6.0,50.0,1261.0,0.11764705882352941,0,0.9527720739219713,0,1,0,0
akguitarman49,john kelly,9.0,349.0,660.0,0.025714285714285714,129,0.6187542778918549,0,1,0,3
akhavan_mina,Mina Akhavan,0.0,6.0,0.0,0.0,0,11.121149897330595,0,1,0,0
akhavanbahar,Bahar Akhavan,89.0,227.0,81.0,0.39035087719298245,61,2.535249828884326,0,1,0,5
akhbare_fori,خبرفوری,0.0,34.0,1378.0,0.0,81,9.037645448323067,0,1,0,1
akhgar_maryam,Maryam Akhgar,51.0,67.0,11.0,0.75,25,4.952772073921971,0,1,0,5
akhoundiabbas,Abbas Akhoundi | عباس آخوندی,0.0,565.0,1457.0,0.0,151,5.700205338809035,0,1,1,4
akiali43488770,Aki Ali,0.0,48.0,0.0,0.0,0,3.701574264202601,0,1,0,0
akmalkhan186861,Akmal Khan,4.0,49.0,1.0,0.08,0,1.0376454483230664,0,1,0,0
akram1445449,Akram,71.0,2043.0,14.0,0.034735812133072405,0,1.5331964407939767,0,1,0,0
akramipmp,Saeed Akrami,13.0,166.0,0.0,0.07784431137724551,0,1.2046543463381245,0,1,0,0
akramsharifi,akram sharifi,0.0,1591.0,1386.0,0.0,26,13.533196440793978,0,1,0,1
akshayk11339456,akshay kumar,1.0,98.0,47.0,0.010101010101010102,147,3.1211498973305956,0,1,0,3
akt,AKT,3018.0,650.0,845.0,4.635944700460829,28,17.286789869952088,0,1,0,5
akumafeelings,👹 AKUMA 👹,5372.0,4139.0,1386.0,1.297584541062802,111,9.78507871321013,0,1,0,5
akurenadna21593,Adnan Aküren,0.0,2.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
akvanian,Reza Akvanian,0.0,613.0,5044.0,0.0,0,14.3709787816564,0,1,0,3
al_ardwi,عبــــاس العـــرداوي,0.0,2085.0,7773.0,0.0,153,7.2881587953456535,0,1,0,3
al_bayynat,شبكة البينات الثقافية,0.0,1.0,2377.0,0.0,32,2.0369609856262834,0,1,0,3
al_bayynat2,شبكة البينات الثقافية (احتياطي),0.0,1.0,3055.0,0.0,45,6.119096509240246,0,1,0,3
al_firas999,Firas Al Mashhadani,26.0,162.0,43.0,0.15950920245398773,0,0.8678986995208761,0,1,0,6
al_hydr16787,حيدر العوادي,0.0,14.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
al_kascom,صحيفة الكأس,0.0,13.0,1400.0,0.0,93,14.3709787816564,0,1,0,3
al_sharifzadeh,علی شریف زاده اردکانی,4540.0,367.0,847.0,12.33695652173913,58,6.3709787816564,0,1,0,1
al_thawaq,احمد الذواق,0.0,455.0,1400.0,0.0,75,13.618069815195073,0,1,0,3
al3_hacker,AL3,0.0,25.0,247.0,0.0,106,13.119780971937029,0,1,1,4
al3151644276727,Al,1.0,34.0,18.0,0.02857142857142857,0,2.869267624914442,0,1,0,0
al3a6eeb,طلال عبدالله الرشيد,0.0,3517.0,1390.0,0.0,77,14.620123203285422,0,1,0,3
al3mlaa81,د/العملاق,0.0,167.0,1386.0,0.0,14,13.700205338809035,0,1,0,3
ala_ti_ti,الا‌ تى‌تى,2447.0,546.0,1400.0,4.473491773308958,52,8.785763175906913,0,1,0,5
ala_tre6,A.,0.0,50.0,8.0,0.0,44,2.2039698836413417,0,1,0,0
alaaalwaly1,@alaaalwaly1,31.0,558.0,4.0,0.055456171735241505,29,9.533196440793978,0,1,0,5
alahly,‏النادي الأهلي,0.0,37.0,1400.0,0.0,120,13.371663244353183,0,1,0,3
alahlyenglish,Al Ahly SC 🇬🇧,0.0,30.0,1346.0,0.0,116,11.039014373716633,0,1,0,3
alahlyfrancais,Al Ahly SC 🇫🇷,0.0,27.0,1346.0,0.0,94,8.28747433264887,0,1,0,3
alahmdii9,Ahmed,3.0,80.0,26.0,0.037037037037037035,0,6.620123203285421,0,1,0,0
alahwazireza,Alahwazi Ridha,389.0,397.0,665.0,0.9773869346733668,0,9.44832306639288,0,1,0,5
alaina32h,Alaina,1198.0,1759.0,434.0,0.6806818181818182,59,11.953456536618754,0,1,0,5
alainfcae,نادي العين,0.0,19.0,1347.0,0.0,36,15.039014373716633,0,1,0,3
alaki_,Pourya,2705.0,1428.0,1347.0,1.892932120363891,154,15.786447638603697,0,1,0,1
alalehkamranlaw,"Alaleh Kamran, Esq.",1435.0,1323.0,5636.0,1.0838368580060422,150,17.371663244353183,0,1,1,4
alamsooz,رند عالم سوز Rende-Alamsooz,48.0,182.0,1513.0,0.26229508196721313,47,8.205338809034908,0,1,0,5
alamyn39470,محمد الامين الضبيبي,73.0,919.0,101.0,0.07934782608695652,0,0.8678986995208761,0,1,0,0
alan_pez_perrie,Alan Perrie 🦁,340.0,5662.0,1347.0,0.06003884866678439,105,16.700889801505816,0,1,0,5
alan1234454,ئالان,42.0,184.0,435.0,0.22702702702702704,0,2.2861054072553046,0,1,0,0
alanbro79651597,Alan Brown,0.0,11.0,0.0,0.0,0,4.952772073921971,0,1,0,0
alanciwanc41267,alanciwan ciwan,33.0,2281.0,1.0,0.014460999123575811,0,1.5331964407939767,0,1,0,0
alandersh,Alan Dershowitz,0.0,154.0,5041.0,0.0,139,14.869267624914443,0,1,0,3
alaneyre1,Alan Eyre,1.0,87.0,0.0,0.011363636363636364,147,15.206023271731691,0,1,1,4
alanwake,Alan Wake 2,0.0,16.0,1465.0,0.0,157,17.371663244353183,0,1,0,3
alarabiya_brk,العربية عاجل,0.0,49.0,1356.0,0.0,29,17.371663244353183,0,1,0,3
alarabiya_eng,Al Arabiya English,0.0,53.0,1356.0,0.0,59,17.44832306639288,0,1,0,3
alarabiya_fa,العربیه فارسی,0.0,45.0,1356.0,0.0,70,17.371663244353183,0,1,0,6
alarabytv,التلفزيون العربي,0.0,11.0,1356.0,0.0,95,12.28747433264887,0,1,0,3
alastairmurra18,Alastair Murray,347.0,3178.0,154.0,0.10915382195659012,0,4.372347707049966,0,1,0,0
alavi2183,علی علوی,5910.0,3195.0,1356.0,1.8491864831038798,139,9.286789869952088,0,1,1,4
alavibehrang,Behrang Alavi,0.0,101.0,1740.0,0.0,24,10.45037645448323,0,1,0,1
alawamiaqe84264,Aqeela Alawami,8.0,130.0,4.0,0.061068702290076333,0,2.535249828884326,0,1,0,0
albankaldawli,مجموعة البنك الدولي,0.0,313.0,1356.0,0.0,119,15.373032169746748,0,1,0,3
albayannews,صحيفة البيان,0.0,96.0,1356.0,0.0,46,16.449007529089666,0,1,0,3
albertcamus7700,Albert camus,252.0,6861.0,315.0,0.03672398717575051,87,1.78507871321013,0,1,0,5
albionroar,Albion Roar BHAFC,9733.0,1030.0,0.0,9.440349175557712,161,16.205338809034906,0,1,0,5
alborznazariz,Alborz Nazari,147.0,310.0,1959.0,0.47266881028938906,102,5.371663244353183,0,1,0,5
alchemyamerican,Jesse Michels,0.0,667.0,2839.0,0.0,96,5.7850787132101305,0,1,0,3
alcides,Alcides Fonseca,1893.0,2921.0,2203.0,0.6478439425051334,62,19.288158795345655,0,1,0,5
alcuiqieh23641,Alcuiqieh,33.0,1265.0,0.0,0.026066350710900472,0,0.7008898015058179,0,1,0,0
aldesjonqueres,Anne-Laure Desjonquères,375.0,220.0,256.0,1.6968325791855203,95,3.9534565366187544,0,1,0,5
aldo369369369,Alireza Dolatshahi-Pirouz,0.0,5503.0,1092.0,0.0,152,11.534565366187543,0,1,0,3
aleaguewomen,Ninja A-League,0.0,2092.0,1356.0,0.0,115,13.952087611225188,0,1,0,3
aleahmikul20525,Princess Queen Aalieyaah Aleah Alal,116.0,1678.0,59.0,0.06908874329958309,0,2.620123203285421,0,1,0,0
aleborghi_,Alessandro Borghi,0.0,208.0,1525.0,0.0,7,14.45037645448323,0,1,0,3
alecbaldwln____,AlecBaldwin,0.0,292.0,2595.0,0.0,38,14.036960985626283,0,1,0,3
alecknowsads,Alec Lopez,81.0,271.0,941.0,0.2977941176470588,32,10.869267624914443,0,1,0,5
alejandrareyesc,Alejandra Reyes,803.0,884.0,7815.0,0.9073446327683616,68,15.534565366187543,0,1,0,5
alessandrobanfi,Alessandro Banfi,5354.0,1465.0,2346.0,3.6521145975443385,33,14.702258726899384,0,1,0,5
alex4380145476,abbas,48.0,679.0,1.0,0.07058823529411765,0,1.9520876112251881,0,1,0,0
alex99889,alex,750.0,7499.0,3214.0,0.1,0,7.039014373716633,0,1,0,1
alexanderdecroo,Alexander De Croo 🇺🇳,0.0,335.0,1376.0,0.0,134,17.204654346338124,0,1,0,3
alexanderklee,Alexander K Lee,5696.0,613.0,1376.0,9.276872964169382,123,14.203969883641342,0,1,0,5
alexanderm18395,Alexander McPhail,552.0,1816.0,1376.0,0.3037974683544304,144,3.1211498973305956,0,1,0,5
alexbozmorty,Novak Djokovic Fans Australia,3084.0,3193.0,1376.0,0.965560425798372,10,12.618754277891854,0,1,0,5
alexcallens06,alexander,0.0,194.0,1060.0,0.0,80,14.535249828884325,0,1,0,3
alexcurran95,𝐀𝐥𝐞𝐱 𝐂𝐮𝐫𝐫𝐚𝐧,2603.0,7343.0,1376.0,0.35443899782135074,0,7.701574264202601,0,1,0,5
alexerventure,alexerventure,446.0,6254.0,932.0,0.07130295763389288,12,18.3709787816564,0,1,0,5
alexeygorboot,Alexey Gorboot,0.0,242.0,2237.0,0.0,93,6.286105407255304,0,1,0,3
alexferra,Alex Ferra,555.0,78.0,462.0,7.025316455696203,99,17.11978097193703,0,1,0,5
alexholiga,Aleksandar Holiga,7784.0,492.0,1376.0,15.789046653144016,131,14.203969883641342,0,1,0,5
alexkaplan0,Alex Kaplan,0.0,2130.0,2372.0,0.0,138,7.121149897330596,0,1,0,3
alexkennedynba,Alex Kennedy,0.0,4450.0,1376.0,0.0,143,17.371663244353183,0,1,0,3
alexkrodriguez,"Alex Rodriguez, MPH",1359.0,1692.0,914.0,0.8027170702894271,162,4.372347707049966,0,1,0,5
alexlaughs,alex sujong laughlin,0.0,2325.0,200.0,0.0,146,15.7015742642026,0,1,0,3
alexmarlow,Alex Marlow,0.0,271.0,7396.0,0.0,132,17.533196440793976,0,1,0,3
alexnguyen15895,Dr tuyan,0.0,22.0,1.0,0.0,14,1.1197809719370295,0,1,0,0
alexp_ecb,Alex pr 🇳🇱,184.0,1196.0,2822.0,0.15371762740183792,53,6.535249828884326,0,1,0,5
alexphillips8,Alex Phillips,518.0,2215.0,515.0,0.23375451263537905,154,15.206023271731691,0,1,0,5
alexpico,Alex WH,471.0,1865.0,1121.0,0.25241157556270094,0,17.11978097193703,0,1,0,5
alexpombo489762,Alex Pombo,224.0,4393.0,2385.0,0.05097860719162494,139,1.4483230663928817,0,1,0,5
alexsteeleopal,Alex Steele,986.0,228.0,486.0,4.3056768558951966,40,2.1190965092402463,0,1,0,5
alexvespi,Alessandro Vespignani,0.0,1320.0,1381.0,0.0,67,14.203969883641342,0,1,0,3
alexvizorek,Alex Vizorek,0.0,2657.0,1381.0,0.0,150,16.53388090349076,0,1,0,3
alfa12365770,Alfa,2.0,23.0,1.0,0.08333333333333333,0,3.9534565366187544,0,1,0,0
alfirinmag52045,Magol Alfirin,1.0,30.0,0.0,0.03225806451612903,8,0.6187542778918549,0,1,0,0
alfrewoodard,Alfre Woodard,0.0,318.0,1119.0,0.0,13,13.952087611225188,0,1,0,3
alga_kazakhstan,"Алга, Казахстан!",2459.0,1032.0,1381.0,2.3804453049370764,0,15.534565366187543,0,1,0,5
alghadeer_tv,قناة الغدير,0.0,24.0,1381.0,0.0,128,12.120465434633813,0,1,0,3
alghadtv,قناة الغد,0.0,1.0,1381.0,0.0,69,14.620123203285422,0,1,0,3
algroonahmed,أحمد القرون,0.0,1091.0,1381.0,0.0,54,11.373032169746748,0,1,0,3
alhassanhu41917,Alhassan Hussaini,37.0,604.0,158.0,0.06115702479338843,147,2.2039698836413417,0,1,0,5
alhdedeabd92383,Abd Alhdede,0.0,5.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
alhilal_en,AlHilal Saudi Club,0.0,82.0,1384.0,0.0,122,16.78576317590691,0,1,0,3
alhilal_fc,نادي الهلال السعودي,0.0,79.0,1384.0,0.0,133,17.286789869952088,0,1,0,3
alhilal_sg,ألعاب الهلال المختلفة,0.0,6.0,2339.0,0.0,112,17.204654346338124,0,1,0,3
alhmdanykh57899,KHERALH Alhmdany,0.0,38.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
alhumma,Al Humma,0.0,7.0,0.0,0.0,46,0.6187542778918549,0,1,0,0
ali__darghahi,ali,4.0,27.0,2.0,0.14285714285714285,0,3.868583162217659,0,1,0,0
ali__erfani110,Alierfani,5.0,4.0,3.0,1.0,0,5.700205338809035,0,1,0,0
ali_0909a,36🏆Ali,755.0,1099.0,36.0,0.6863636363636364,61,6.3709787816564,0,1,0,5
ali_94355,a‌,0.0,49.0,12.0,0.0,0,2.3709787816563996,0,1,0,0
ali_ahmadnia,Ali Ahmadnia | علی‌ احمدنیا,0.0,1755.0,1332.0,0.0,70,13.533196440793978,0,1,1,4
ali_al_najafy,الشيخ علي النجفي,0.0,26.0,4821.0,0.0,21,15.449691991786448,0,1,0,3
