username,display_name,followers_count,following_count,statuses_count,followers_following_ratio,bio_length,account_age_years,verified_flag,network_degree,bio_mentions_iran,cluster
aaronoff7,Aaron Off,14.0,6.0,3112.0,2.0,0,3.868583162217659,0,1,0,0
aasangari,Ali A. Sangari,200.0,5518.0,36.0,0.03623844899438304,0,14.3709787816564,0,1,0,0
ab_ganji,عبدالله گنجی,0.0,199.0,6157.0,0.0,159,9.618069815195073,0,1,0,1
abadguy000,🏴󠁧󠁢󠁥󠁮󠁧󠁿AlinnaKX87🇺🇲,278.0,639.0,2068.0,0.434375,36,6.036960985626283,0,1,0,5
abaerbockarchiv,Annalena Baerbock,0.0,114.0,1004.0,0.0,21,4.618754277891855,0,1,0,3
abajournal,ABA Journal,0.0,1364.0,6157.0,0.0,160,18.286105407255306,0,1,0,3
aban_paris,paris.aban,138.0,264.0,0.0,0.5207547169811321,34,6.702258726899384,0,1,0,0
abarsaber,saber abar صابر اَبَر,0.0,156.0,457.0,0.0,71,11.039014373716633,0,1,0,1
abaruleoflaw,ABA Rule of Law,3539.0,916.0,4745.0,3.8593238822246456,99,12.449007529089664,0,1,0,5
abas_asgharpour,abas asgharpour,65.0,62.0,160.0,1.0317460317460319,14,3.868583162217659,0,1,0,0
abasabolfathi43,متفورمین,167.0,920.0,0.0,0.18132464712269272,12,2.2039698836413417,0,1,0,1
abasaslani,Abas Aslani,0.0,2482.0,6158.0,0.0,143,15.953456536618754,0,1,1,4
abasiabbassi,Shahram Abbassi,516.0,369.0,241.0,1.3945945945945946,61,11.288158795345653,0,1,0,5
abasinfo,Abas Aslani | عباس اصلانی,1213.0,505.0,2528.0,2.397233201581028,124,10.036960985626283,0,1,1,4
abazarhassan,Abazar Hassan,0.0,807.0,2056.0,0.0,83,11.373032169746748,0,1,0,3
abb_abdi,عباس عبدی,0.0,475.0,5780.0,0.0,45,8.952772073921972,0,28,0,2
abba3pakbin,Abbas Pakbin,77.0,826.0,1122.0,0.09310761789600967,112,5.371663244353183,0,1,0,5
abbas2864,Abbas Shariati,7.0,52.0,8.0,0.1320754716981132,0,14.620123203285422,0,1,0,1
abbasalawadi6,ABBAS Alawadi,109.0,641.0,138.0,0.16978193146417445,33,5.371663244353183,0,1,0,5
abbasali690448,abbas ali,0.0,65.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
abbasi_j_5,عباسی ۴,1280.0,4321.0,2241.0,0.2961591855622397,100,3.619438740588638,0,1,1,4
abbasi_students,اندیشه‌جویان,5752.0,58.0,3161.0,97.49152542372882,40,9.952087611225188,0,1,0,7
abbasiniho,Abbasinihoo,1654.0,1816.0,7755.0,0.9102916895982388,14,8.205338809034908,0,1,1,4
abbasmehdavi312,Abbas Ali mehdavi,12.0,122.0,65.0,0.0975609756097561,152,0.9527720739219713,0,1,0,3
abbasmowzoon,Abbas_Mowzoon,0.0,0.0,390.0,0.0,35,5.286789869952088,0,1,0,0
abbydphillip,Abby D. Phillip,0.0,3911.0,6157.0,0.0,71,16.372347707049965,0,1,0,3
abc,ABC News,0.0,408.0,6158.0,0.0,107,17.286789869952088,0,1,0,3
abc7ny,Eyewitness News,0.0,725.0,6158.0,0.0,138,17.78507871321013,0,1,0,3
abcnews,ABC News,0.0,1096.0,6158.0,0.0,103,19.37303216974675,0,1,0,3
abcsharktank,Shark Tank,0.0,301.0,6158.0,0.0,98,14.535249828884325,0,1,0,3
abd_ir1,abd ir,1.0,667.0,0.0,0.0014970059880239522,0,6.036960985626283,0,1,0,1
abdeekalantari,Abdee Kalantari,5015.0,1583.0,1290.0,3.1660353535353534,79,11.786447638603697,0,1,0,5
abdelkarimslp,Abdelkarim💎,0.0,208.0,3938.0,0.0,0,13.204654346338124,0,1,0,0
abdelmonim68330,Abdelmonim Elgak,0.0,15.0,1.0,0.0,0,0.7008898015058179,0,1,0,0
abdelra07745930,عبدالرزاق الحيالي,0.0,2406.0,1793.0,0.0,95,5.867214236824093,0,1,0,3
abdimonireh,Monireh Abdi,1637.0,209.0,343.0,7.795238095238095,159,6.203969883641341,0,1,1,4
abdolahkha36267,Abdolah Khavary,0.0,3.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
abdolhamid_net,Mawlana Abdol-Hamid,4410.0,2.0,922.0,1470.0,140,6.203969883641341,0,1,1,7
abdolhamidnet,شیخ الاسلام مولانا عبدالحمید,0.0,2.0,3668.0,0.0,104,14.535249828884325,0,24,0,2
abdolhamidnetar,فضيلة الشيخ عبد الحميد إسماعيل زهي,3445.0,2.0,379.0,1148.3333333333333,130,5.533196440793977,0,1,1,7
abdollahia64050,Ashoo Abdollahi,3.0,64.0,0.0,0.046153846153846156,0,0.7008898015058179,0,1,0,0
abdollahram,Abdollah Ramezanzadeh,0.0,1102.0,3497.0,0.0,153,11.288158795345653,0,1,1,4
abdolrezakahani,Abdolreza Kahani,0.0,299.0,247.0,0.0,45,12.120465434633813,0,1,0,3
abdul_ix,ABDUL,1182.0,615.0,3757.0,1.9188311688311688,15,14.787132101300479,0,1,0,5
abdul_majid33,عبـدالمـجید خرقـانی 🇮🇷,0.0,4650.0,3757.0,0.0,65,6.203969883641341,0,1,0,3
abdul_qadi90079,Abdul qadir Jailani,2.0,44.0,0.0,0.044444444444444446,0,0.6187542778918549,0,1,0,0
abdul_samad_pti,Abdul Samad,1070.0,258.0,1409.0,4.1312741312741315,145,2.3709787816563996,0,1,0,5
abdul534kerim,Abdulkerim Diril,0.0,1.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
abdulahreema,Reema,325.0,1501.0,1149.0,0.21637816245006658,0,17.286789869952088,0,1,0,5
abdulbaset22,‏عبدالباسط الحمادي,8645.0,3202.0,3808.0,2.699032157352482,0,14.119096509240247,0,1,0,5
abdulhaidari313,Abdul Ghafor Alavi,1.0,7.0,0.0,0.125,0,3.1211498973305956,0,1,0,0
abdullah9th,Md Masum,18.0,940.0,2.0,0.019128586609989374,0,8.952772073921972,0,1,0,0
abdullahagar2,Abdullah Ağar,0.0,1259.0,3808.0,0.0,75,10.286105407255304,0,1,0,3
abdullahhemyari,Abid Ali,138.0,1332.0,175.0,0.10352588147036759,16,8.700889801505818,0,1,0,5
abdullahisom1,Abdullahi Hassan,2846.0,783.0,1923.0,3.6301020408163267,72,13.952087611225188,0,1,0,5
abdullahmohtadi,Abdullah Mohtadi,0.0,430.0,647.0,0.0,58,14.535249828884325,0,1,1,4
abdullahpa7203,Abdullah palta,0.0,85.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
abdullahsa83137,King Rahimzoy,1.0,17.0,14.0,0.05555555555555555,0,0.6187542778918549,0,1,0,0
abdulndadi,Abdul Ndadi,84.0,880.0,2226.0,0.09534619750283768,57,6.286105407255304,0,1,0,5
abdulqa15628102,ABDUL QADIR,7.0,91.0,82.0,0.07608695652173914,0,9.700205338809035,0,1,0,0
abdulrahma74533,Abdulrahman iphone,2.0,100.0,0.0,0.019801980198019802,0,0.7008898015058179,0,1,0,0
abdulsalamdoct,محمد المعمري,6.0,118.0,253.0,0.05042016806722689,18,1.1197809719370295,0,1,0,3
abdulwadudkha12,Abdulwadud Khan,96.0,1443.0,13.0,0.0664819944598338,36,0.785763175906913,0,1,0,5
abdulzahraa_,عبدالزهراء عبدالحسين,2430.0,366.0,5896.0,6.62125340599455,111,7.2060232717316905,0,1,0,5
abdusalamsalah,محمد عبدالسلام,0.0,201.0,4298.0,0.0,111,10.869267624914443,0,1,0,3
abdusamad_aa,Абдусамад,5.0,30.0,1.0,0.16129032258064516,0,9.119780971937029,0,1,0,0
abdynal18132,Zain Al-Ameri,17.0,552.0,10.0,0.03074141048824593,0,0.8678986995208761,0,1,0,0
abearfromsea,Bear,2576.0,1243.0,3881.0,2.0707395498392285,52,16.700889801505816,0,1,0,5
abed33474966,Ab.Es,12.0,240.0,150.0,0.04979253112033195,5,3.868583162217659,0,1,0,0
abedimoham75246,mohammad abedi,1.0,7.0,2.0,0.125,0,0.6187542778918549,0,1,0,0
abedimonfared1,"Reza Abedi, Psychology Expert",1598.0,1688.0,2095.0,0.9461219656601539,93,4.785763175906913,0,1,1,4
abedini_farzane,Farzane Abedini,79.0,177.0,3931.0,0.4438202247191011,0,3.5345653661875427,0,1,0,0
abediyazda45296,yazdan Abedi,0.0,3.0,0.0,0.0,0,0.8678986995208761,0,1,0,0
abehtarin,سیروس,6.0,93.0,513.0,0.06382978723404255,67,13.119780971937029,0,1,0,3
abeirami,Ahmad Beirami,0.0,4569.0,4721.0,0.0,150,7.619438740588638,0,1,0,3
abfarideh,#WeStand4FreeIran #رای_من_سرنگونی abfarideh,3017.0,2335.0,3931.0,1.2915239726027397,69,12.618754277891854,0,1,1,6
abhaddadii,Haddadi,0.0,415.0,3931.0,0.0,20,4.5338809034907595,0,1,0,3
abhijitmajumder,Abhijit Majumder,0.0,624.0,3933.0,0.0,68,17.037645448323065,0,1,0,3
abhishekbhaya,Abhishek G. Bhaya अभिषेक অভিষেক ابھیشک 加冕礼,3877.0,3098.0,3931.0,1.2510487253952889,163,17.037645448323065,0,1,0,5
abhistoria,Ahab Bdaiwi איהאבּ ܐܝܗܐܒ,0.0,937.0,4281.0,0.0,153,9.037645448323067,0,1,0,3
abidiparisa,Parisa Abidi,1.0,0.0,5.0,1.0,73,8.53388090349076,0,1,0,3
abikhosh88210,Abikhosh,0.0,6.0,0.0,0.0,0,2.0369609856262834,0,1,0,0
abilovafzalshoh,Afzalshoh Abilov,4.0,98.0,33.0,0.04040404040404041,27,6.869267624914442,0,1,0,3
abina310186,H,0.0,590.0,0.0,0.0,0,1.8672142368240932,0,1,0,0
abinelcv,Clive CV Abinel,95.0,299.0,2096.0,0.31666666666666665,0,5.952087611225188,0,1,0,0
abingdon_arms,The Abingdon Arms,51.0,163.0,63.0,0.31097560975609756,124,6.702258726899384,0,1,0,5
abkoga,A.B. Koga,643.0,633.0,1953.0,1.0141955835962144,129,3.868583162217659,0,1,0,5
ablrchi,Amir R. Bolurchi,2919.0,1778.0,3975.0,1.6408094435075886,115,17.037645448323065,0,1,1,4
abmolana,Molana,351.0,765.0,3903.0,0.45822454308093996,66,13.119780971937029,0,1,0,1
abmomeni,عبدالله مومنی Abdollah Momeni,0.0,1186.0,6126.0,0.0,18,9.286789869952088,0,1,0,1
abn0029,N.P.L,113.0,337.0,6157.0,0.3343195266272189,80,2.7871321013004793,0,1,0,5
aboalfazlm79456,aliiii,48.0,367.0,3.0,0.13043478260869565,0,2.2039698836413417,0,1,0,0
aboarab90547242,حبیبی محمد,61.0,777.0,175.0,0.07840616966580977,0,3.701574264202601,0,1,0,0
abofazlrajabi,Abolfazl Rajabi,1556.0,81.0,1065.0,18.975609756097562,86,2.535249828884326,0,1,0,5
abogadasmx,Abogadas MX,4618.0,839.0,3107.0,5.497619047619048,66,11.373032169746748,0,1,0,5
abol1159817,ABOL,0.0,8.0,0.0,0.0,23,0.7008898015058179,0,1,0,1
abolfazl_1957,a.l.r,2.0,28.0,0.0,0.06896551724137931,0,3.868583162217659,0,1,0,0
abolfazl20_06,ابوالفضل,0.0,31.0,11.0,0.0,0,2.1190965092402463,0,1,0,0
abolfazl597787,Abolfazl,0.0,26.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
abolie17386,abolfazl Esmaili,4.0,28.0,164.0,0.13793103448275862,88,0.7008898015058179,0,1,0,1
aboliparande,aboliparande,1.0,53.0,0.0,0.018518518518518517,0,0.6187542778918549,0,1,0,0
aboodmatar17,aboodmatar,513.0,5502.0,444.0,0.09322187897510449,11,6.119096509240246,0,1,0,5
about_shaamim,Shamim,1722.0,114.0,339.0,14.97391304347826,0,3.868583162217659,0,1,0,0
aboutmes7,تتو آرتیست,0.0,193.0,7656.0,0.0,45,4.700889801505818,0,1,0,3
aboutparhammhb,P4rhumm,1543.0,498.0,5356.0,3.092184368737475,0,4.618754277891855,0,1,0,5
aboyahiaalsgldy,Abu Jamal,0.0,3403.0,2917.0,0.0,72,13.204654346338124,0,1,0,3
abrahymahm53406,احمد ابراهيم,1.0,70.0,0.0,0.014084507042253521,0,0.7008898015058179,0,1,0,0
abramscomicarts,ABRAMS ComicArts,2624.0,882.0,2639.0,2.971687429218573,27,17.11978097193703,0,1,0,5
absleil,sleil_adb,14.0,575.0,231.0,0.024305555555555556,0,8.53388090349076,0,1,0,0
absmadridista,مدريدي,144.0,1434.0,1580.0,0.10034843205574913,34,4.4490075290896645,0,1,0,5
abtahi_m,Mohamad Ali Abtahi,0.0,937.0,4823.0,0.0,144,16.618754277891856,0,1,1,4
abtc,American Bitcoin,0.0,6.0,374.0,0.0,65,1.3716632443531827,0,1,0,3
abtinhoveyda,Abtin Hoveyda,4.0,18.0,3.0,0.21052631578947367,43,2.4503764544832305,0,1,0,1
abttaniq,عبد الحسين عبطان,0.0,2970.0,2673.0,0.0,123,9.867214236824093,0,1,0,3
abu_al_askary,ابو علي العسكري,2697.0,0.0,4.0,2697.0,40,2.954140999315537,0,1,0,7
abu_aqeel86,عبدالله الخالدي,0.0,16.0,4.0,0.0,0,0.8678986995208761,0,1,0,0
abubakarnu55384,Nura Abubakar,14.0,77.0,116.0,0.1794871794871795,0,1.4483230663928817,0,1,0,0
abuhafi146615,Abuhafi,0.0,3.0,1.0,0.0,0,0.6187542778918549,0,1,0,0
abunadiem,Abunadiem,0.0,1.0,1.0,0.0,0,0.7008898015058179,0,1,0,0
abusamer1990528,Samer,8.0,277.0,0.0,0.02877697841726619,0,2.702258726899384,0,1,0,0
abusamiyildiz,Murat C. Yıldız مراد جهان ييلديز,234.0,2781.0,31.0,0.08411214953271028,155,2.0369609856262834,0,1,0,5
abuzar42172607,abuzar,0.0,94.0,0.0,0.0,0,3.701574264202601,0,1,0,0
abwlhbalhdathy,أبو لهب الحداثي,10.0,207.0,83.0,0.04807692307692308,30,2.2861054072553046,0,1,0,5
abwmhdy75844,سجاد ابو مهدي,0.0,70.0,0.0,0.0,0,0.8678986995208761,0,1,0,0
acadbeauxarts,Académie des beaux-arts,7326.0,1070.0,4104.0,6.840336134453781,0,12.53388090349076,0,1,0,5
academyjp6,JP6 Football Academy,367.0,10.0,210.0,33.36363636363637,68,6.036960985626283,0,1,0,7
acbowen,Andrew Bowen (he/him),7134.0,2760.0,0.0,2.58384643245201,162,14.535249828884325,0,1,0,5
acegid_igh,ACEGID,6649.0,249.0,3537.0,26.596,125,7.619438740588638,0,1,0,5
acetaminophen69,Acetaminophen,2.0,54.0,108.0,0.03636363636363636,0,1.1197809719370295,0,1,0,0
achaharmahaliy,Atefeh Chaharmahaliayan,112.0,163.0,7.0,0.6829268292682927,107,1.2867898699520877,0,1,0,5
acharya_pa1,Pawan Acharya,334.0,639.0,71.0,0.521875,27,14.3709787816564,0,1,0,5
acjindia,ACJ,7237.0,611.0,1249.0,11.82516339869281,23,17.037645448323065,0,1,0,5
acovertcovfefe,The Doctor,176.0,592.0,2790.0,0.29679595278246207,127,1.5331964407939767,0,1,0,5
acpreventiontdl,The Alliance for the Prevention of Atrocity Crimes,296.0,462.0,546.0,0.6393088552915767,103,2.3709787816563996,0,1,0,5
acrvir,acrvir,0.0,42.0,1.0,0.0,0,5.448323066392882,0,1,0,0
acsparta_en,AC Sparta Prague,0.0,193.0,9926.0,0.0,75,14.036960985626283,0,1,0,3
acsyaorg,ACSYA Inc.,1485.0,335.0,3177.0,4.419642857142857,49,12.038329911019849,0,1,0,5
actforamerica,ACT For America,0.0,508.0,4955.0,0.0,147,16.03832991101985,0,1,0,3
actingandvoice,Acting & Voice Studios,2285.0,951.0,310.0,2.4002100840336134,137,8.785763175906913,0,1,0,5
activistrafiey,سمیه رفیعی,5292.0,78.0,757.0,66.9873417721519,139,7.039014373716633,0,1,1,4
actorssum,Actors Summit,1129.0,1018.0,54.0,1.1079489695780176,136,4.700889801505818,0,1,0,5
adaacademy,Ada Dev Academy,6402.0,744.0,5503.0,8.593288590604027,114,13.037645448323067,0,1,0,5
adadpay,Ali Dadpay,756.0,463.0,1434.0,1.6293103448275863,138,1.9520876112251881,0,1,0,5
adakuskowski,Ada Kuskowski,362.0,480.0,303.0,0.7525987525987526,151,3.868583162217659,0,1,0,5
adamant_85,AdamAnt,32.0,304.0,1028.0,0.10491803278688525,9,0.785763175906913,0,1,0,5
adamczarni22933,Adam Czarniecki,35.0,189.0,7.0,0.18421052631578946,157,2.702258726899384,0,1,0,5
adameaval,adameaval,6194.0,2306.0,4983.0,2.6848721283051584,36,11.121149897330595,0,1,0,1
adamfnward,Adam Ward,0.0,49.0,35.0,0.0,0,2.7871321013004793,0,1,0,0
adamhimmelsbach,Adam Himmelsbach,0.0,612.0,5022.0,0.0,66,14.869267624914443,0,1,0,3
adamlawschool,Amsterdam Law School,4154.0,2252.0,4661.0,1.8437638703950288,135,12.449007529089664,0,1,0,5
adamssmith66981,Adam's Smith,34.0,320.0,23.0,0.1059190031152648,87,0.9527720739219713,0,1,0,5
adan_galindo,Adán Galindo Vaca,153.0,1215.0,969.0,0.12582236842105263,84,16.28747433264887,0,1,0,5
adaneabel3426,Abel Adane,6.0,190.0,13.0,0.031413612565445025,0,1.6180698151950719,0,1,0,0
adarehgharibi,Amirhosein Zandi darehgharibi,5.0,217.0,39.0,0.022935779816513763,18,0.9527720739219713,0,1,0,0
addems92997,herry Addems,0.0,20.0,4.0,0.0,0,1.6180698151950719,0,1,0,0
addh66,Azita Irani,14.0,122.0,0.0,0.11382113821138211,0,13.037645448323067,0,1,0,6
addyperry20,LilyPerry,510.0,3722.0,1567.0,0.136986301369863,61,1.2046543463381245,0,1,0,5
adeeb_alomari,اديب العُمري,0.0,1870.0,5047.0,0.0,160,14.869267624914443,0,1,0,3
adeliatorp64676,Adelia Torphy,84.0,3362.0,1.0,0.024977698483496878,0,1.4483230663928817,0,1,0,0
adelirani04833,👑Adel-irani0123👑,2258.0,5682.0,5022.0,0.3973253563258842,104,1.8672142368240932,0,1,0,6
adellenaz,Adelle Nazarian,1.0,8866.0,5768.0,0.0001127777151234916,98,15.786447638603697,0,1,0,3
adelphiedizioni,Adelphi Edizioni,0.0,1528.0,5047.0,0.0,31,15.373032169746748,0,1,0,3
adelzarandi,Adel,175.0,639.0,168.0,0.2734375,0,14.954140999315538,0,1,0,1
adetunji269953,Adetunji,0.0,27.0,0.0,0.0,0,0.7008898015058179,0,1,0,0
adfiranofficial,Alliance for Democracy and Freedom in Iran,7667.0,0.0,13.0,7667.0,150,3.4496919917864477,0,1,0,6
adhdukcharity,ADHD UK,0.0,22.0,2113.0,0.0,137,6.702258726899384,0,1,0,3
adidas,adidas,0.0,255.0,1315.0,0.0,48,15.206023271731691,0,1,0,3
aditya_shrinath,Aditya Shrinath,12.0,76.0,109.0,0.15584415584415584,0,7.039014373716633,0,1,0,0
adnanaltia,عدنان الطائي,0.0,469.0,7109.0,0.0,36,10.702258726899384,0,1,0,3
adnanime,Animation Digital Network,0.0,676.0,1315.0,0.0,58,12.867898699520875,0,1,0,3
adoniarostami49,Eros Gheemah,41.0,1118.0,0.0,0.03663985701519214,0,15.206023271731691,0,1,0,0
adorno_persian,آدورنو,0.0,8.0,1315.0,0.0,69,3.4496919917864477,0,1,0,3
adresansoso,Lili Adresan🌺🇫🇷,0.0,24.0,1315.0,0.0,141,5.533196440793977,0,1,0,3
adriirov,Adri,0.0,49.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
adriyanari3843,Adriyan Ariya,0.0,20.0,17.0,0.0,0,0.7008898015058179,0,1,0,0
adryn848,آدرین,14.0,539.0,0.0,0.025925925925925925,0,2.2039698836413417,0,1,0,0
adsbynimbus,Nimbus,65.0,69.0,46.0,0.9285714285714286,136,7.2060232717316905,0,1,0,5
adskulubu,Adana Demirspor,0.0,10.0,1315.0,0.0,82,14.119096509240247,0,1,0,3
adv_project,Advancement Project,0.0,2014.0,604.0,0.0,160,17.204654346338124,0,1,0,3
advanceuk_wales,Advance UK Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,3939.0,103.0,659.0,37.875,130,1.0376454483230664,0,1,0,7
adveith,Adveith Nair,1842.0,551.0,0.0,3.3369565217391304,140,16.867898699520875,0,1,0,5
advhassanfarooq,Muhammad Hassan Farooq,0.0,18.0,6.0,0.0,95,0.6187542778918549,0,1,0,3
advisorbecki,"Rebecca Iacopelli, CFP®, MT",10.0,27.0,56.0,0.35714285714285715,139,1.1197809719370295,0,1,0,3
adybly92748,اديب علي عبد,0.0,31.0,0.0,0.0,0,0.785763175906913,0,1,0,0
aecp_faecp,AECP,3686.0,287.0,5127.0,12.79861111111111,0,10.45037645448323,0,1,0,5
aeeeeeeeeeeen,آئین,313.0,187.0,1897.0,1.6648936170212767,7,9.618069815195073,0,1,0,1
aek_official,AEK Athletic Club,4357.0,27.0,0.0,155.60714285714286,106,8.120465434633813,0,1,0,7
aekbcgr,AEK BC,0.0,87.0,1315.0,0.0,48,11.534565366187543,0,1,0,3
aesdigitallyart,Aes Digitally Art Prints,29.0,333.0,32.0,0.08682634730538923,147,0.7008898015058179,0,1,0,5
aesmailnazhad,agiri esmailnazhad,9213.0,1609.0,6939.0,5.722360248447205,94,9.44832306639288,0,1,0,5
aesthetic993,私はいつもここにいます,45.0,1038.0,4050.0,0.04331087584215592,59,7.701574264202601,0,1,0,5
af_ghost,AF_Ghost,0.0,1851.0,3955.0,0.0,28,11.953456536618754,0,1,0,3
afarouk92,Ahmed Farouk,1844.0,718.0,0.0,2.564673157162726,98,15.953456536618754,0,1,1,4
afcasiancup_ar,كأس آسيا,0.0,33.0,1315.0,0.0,39,12.28747433264887,0,1,0,3
afchine_alavi,Afchine Alavi,0.0,3018.0,1315.0,0.0,157,17.037645448323065,0,1,1,4
afcmediatv,AFC Media and Broadcast Operations,8476.0,14.0,2594.0,565.0666666666667,160,6.119096509240246,0,1,0,7
affgnl,AFFG,150.0,101.0,699.0,1.4705882352941178,37,9.533196440793978,0,1,0,5
afg01a,afg01 afg01,57.0,737.0,8.0,0.07723577235772358,0,4.4490075290896645,0,1,0,0
afghan271,🇮🇷✧صدای سکوت✧🇮🇷🇪🇭🇵🇰🇦🇫,626.0,5652.0,367.0,0.11073766141871573,89,3.2881587953456535,0,1,1,4
afghanistanihrc,AIHRC,0.0,62.0,3692.0,0.0,67,12.700889801505818,0,1,0,3
afghanlgbt,Afghan LGBT Organization (ALO),1190.0,401.0,216.0,2.9601990049751246,81,6.119096509240246,0,1,0,5
afgmboard,Anti-FGM Board Kenya,0.0,1799.0,3544.0,0.0,158,11.534565366187543,0,1,0,3
afhiathil,Afhi Athil,0.0,24.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
afintl_,Afghanistan International - افغانستان اینترنشنال,0.0,8.0,8.0,0.0,103,4.952772073921971,0,1,0,3
afintl_en,Afghanistan International English,0.0,8.0,6754.0,0.0,87,5.119780971937029,0,1,0,3
afintlarabic,أفغانستان إنترناشيونال - عربي,3268.0,8.0,2083.0,363.1111111111111,64,5.119780971937029,0,1,0,7
afintlbrk,افغانستان اینترنشنال,0.0,10.0,1315.0,0.0,150,5.119780971937029,0,1,0,3
afintlradio,رادیو افغانستان اینترنشنال,0.0,12.0,1315.0,0.0,142,4.867898699520876,0,1,0,3
afkari_saeed,سعید افکاری,0.0,78.0,1273.0,0.0,5,5.952087611225188,0,1,0,3
afkham_minus,Afkham III,2896.0,227.0,3243.0,12.701754385964913,20,3.786447638603696,0,1,0,5
afnan_alostaz,Afnan,204.0,452.0,518.0,0.4503311258278146,165,9.44832306639288,0,1,0,5
afra7172,Afra,8.0,178.0,1.0,0.0446927374301676,0,1.0376454483230664,0,1,0,0
aframalhameli,Afra Al Hameli,0.0,301.0,1939.0,0.0,46,5.7850787132101305,0,1,0,3
afrash,Iman Afrash,999.0,3395.0,231.0,0.2941696113074205,155,18.119096509240247,0,1,0,5
afrasimoha50416,Mohammad Afrasi,0.0,59.0,0.0,0.0,0,2.1190965092402463,0,1,0,0
afrasyabia,Afrasyabi.alireza,36.0,322.0,137.0,0.11145510835913312,47,7.786447638603696,0,1,0,5
afroninfa,alli,1686.0,1027.0,1315.0,1.640077821011673,0,7.534565366187543,0,1,0,5
afsahihoss18315,Hossin Afsahi,1.0,23.0,0.0,0.041666666666666664,0,0.6187542778918549,0,1,0,0
afsamaryam96589,M,1.0,12.0,2.0,0.07692307692307693,24,0.6187542778918549,0,1,0,0
afsharmog,افشار مقدم,3726.0,192.0,9288.0,19.305699481865286,47,7.3730321697467485,0,1,0,5
afsheenmoosavi,Afsheen Moosavi,326.0,106.0,73.0,3.046728971962617,32,5.867214236824093,0,1,0,5
afshin_46,Afshin,1318.0,2948.0,0.0,0.4469311631061377,109,5.037645448323066,0,1,0,5
afshin_ashiyani,afshin ashiyani افشین آشیانی,73.0,850.0,51.0,0.08578143360752057,99,12.785763175906913,0,1,0,5
afshin_rasa,Afshin Rasa,3.0,17.0,31.0,0.16666666666666666,109,5.371663244353183,0,1,0,3
afshinagin62,Afshin Agin,2330.0,7152.0,5197.0,0.32573745281699984,147,9.44832306639288,0,1,1,4
afshinbahrami33,"A , Bahrami",10.0,126.0,134.0,0.07874015748031496,42,8.618754277891854,0,1,1,4
afshinbizar,afshin,0.0,4.0,0.0,0.0,0,0.6187542778918549,0,1,0,0
afshinzare1,Afshin Zare,3.0,97.0,13.0,0.030612244897959183,16,14.036960985626283,0,1,0,1
afterdinnercon,After Dinner Conversation,0.0,36.0,7778.0,0.0,155,6.954140999315538,0,1,0,3
afterpay_au,Afterpay,5939.0,521.0,964.0,11.377394636015326,50,12.038329911019849,0,1,0,5
afzalab90,Afzal Patel,31.0,1524.0,89.0,0.020327868852459016,0,5.371663244353183,0,1,0,0
afzalieli,Eli Afzali,1.0,8.0,5.0,0.1111111111111111,29,3.786447638603696,0,1,0,0
aga_mohd_hussan,syedmohd Hussain,0.0,14.0,2.0,0.0,0,0.6187542778918549,0,1,0,0
agakeruka71284,あがけるか,100.0,3464.0,0.0,0.02886002886002886,0,2.869267624914442,0,1,0,0
agathaallweek,Agatha All Along Week,2931.0,5.0,1548.0,488.5,138,1.4483230663928817,0,1,0,7
agencecapa,CAPA,7920.0,612.0,5264.0,12.920065252854812,153,16.95277207392197,0,1,0,5
agencythebook,Agency The Book,104.0,23.0,92.0,4.333333333333333,44,12.120465434633813,0,1,0,5
ageofpahlavi,M E D U S A 🇮🇱🎗️,2796.0,1148.0,0.0,2.433420365535248,154,15.288158795345653,0,1,1,4
aggholamyy,Pontius Pilate,204.0,1493.0,5916.0,0.13654618473895583,54,13.78507871321013,0,1,0,5
agha_mohamad1_,آقــا مــحــمـــد ☕,0.0,4645.0,1303.0,0.0,130,8.53388090349076,0,1,0,1
agha_xavier2,خاویر پرز دکوئیار R.I.P,5940.0,665.0,1303.0,8.91891891891892,47,8.120465434633813,0,1,0,5
aghachurchill,AghaChurchill | The Anti-Left,5167.0,990.0,1303.0,5.213925327951564,87,5.037645448323066,0,1,0,5
aghajanii76m,aghajanii76m,1431.0,6575.0,81.0,0.2176094890510949,35,3.701574264202601,0,1,0,5
aghamiri_hosein,سیدحسین آقامیری,0.0,161.0,523.0,0.0,100,8.952772073921972,0,1,0,3
aghatac8,Aghata,0.0,13.0,13.0,0.0,87,0.6187542778918549,0,1,0,0
aghdadaash,آق داداش,1.0,161.0,29.0,0.006172839506172839,0,4.287474332648871,0,1,0,0
aghmamrez,آق‌ممرض,3095.0,335.0,1307.0,9.211309523809524,37,12.785763175906913,0,1,0,5
aghomchi,Amirreza Ghomchi,6.0,665.0,2633.0,0.009009009009009009,28,13.78507871321013,0,1,0,1
aghplt,Ali Gholhaki,0.0,3259.0,9934.0,0.0,42,6.535249828884326,0,1,0,3
agnescallamard,Agnes Callamard,0.0,2694.0,1307.0,0.0,152,15.039014373716633,0,1,0,3
